Back to Contents;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Table 14;CPIH: Detailed goods and services breakdown: latest 13 months 1, 2;;;;;;;;;;;;;;;
;Percentage change over 12 months;;;;;;;;;;;;;;;
;;; Annual change;;;;;;;;;;;;;
;;;2017;2017;2017;2017;2017;2017;2018;2018;2018;2018;2018;2018;2018;2018
;;;;Aug;Sep;Oct;Nov;Dec;Jan;Feb;Mar;Apr;May;Jun;Jul;Aug
;L55O  ; CPIH (overall index);2,6;2,7;2,8;2,8;2,8;2,7;2,7;2,5;2,3;2,2;2,3;2,3;2,3;2,4
;;;;;;;;;;;;;;;;
;L563  ; All goods;2,7;3,1;3,2;3,3;3,3;3,4;3,2;3,0;2,4;2,6;2,5;2,5;2,6;2,7
;L5KT  ; Food, alcoholic beverages & tobacco;2,9;2,9;3,5;4,1;4,2;4,5;4,2;3,7;3,2;3,1;2,8;2,6;2,6;2,9
;L5KU  ; Processed food & non-alcoholic beverages;2,0;1,9;3,2;3,5;3,9;4,1;3,2;2,9;3,4;3,5;2,4;2,5;2,9;2,6
;L5KV  ; Non-processed food;2,6;2,6;3,1;4,7;4,5;4,1;4,4;3,0;2,6;1,8;2,2;1,4;1,7;2,1
;L5KW  ; Seasonal food;3,2;3,4;3,0;5,3;5,1;4,1;5,4;3,3;2,2;1,6;2,5;1,9;1,8;2,7
;L567  ; Meat;1,8;1,7;3,2;3,9;3,8;4,2;3,0;2,6;3,2;2,1;1,7;0,8;1,5;1,4
;L55Q  ; Alcoholic beverages & tobacco;4,4;4,5;4,3;4,3;4,4;5,5;5,5;5,7;3,4;3,9;4,0;4,0;3,5;4,0
;;;;;;;;;;;;;;;;
;L5KX  ; Industrial goods;2,7;3,2;3,1;3,0;3,0;3,0;2,8;2,7;2,2;2,5;2,4;2,5;2,6;2,7
;L5KY  ; *Energy;6,0;5,3;5,7;4,6;5,0;5,5;4,2;3,6;3,3;4,5;5,8;8,7;9,4;9,0
;L5KZ  ; Electricity, gas & miscellaneous energy;2,9;4,6;4,6;5,8;5,8;5,8;6,1;6,1;5,6;5,1;2,8;5,2;5,8;5,8
;L5L2  ; Liquid fuels, vehicle fuels & lubricants;8,9;5,7;6,7;3,4;4,1;5,1;2,4;1,2;1,0;3,8;9,0;12,5;13,2;12,4
;L5L3  ; Non-energy industrial goods;2,0;2,8;2,6;2,7;2,6;2,5;2,6;2,5;1,9;2,1;1,7;1,3;1,2;1,4
;L5L4  ; Clothing & footwear goods;2,5;4,7;3,4;3,2;3,0;3,1;3,4;3,9;2,5;1,7;1,5;0,3;-0,4;0,3
;L5L5  ; Housing goods;2,4;4,1;3,9;2,9;2,7;3,1;3,0;3,2;2,4;2,6;2,1;1,9;1,2;0,6
;L5L6  ; Household goods;2,6;4,6;4,4;3,2;2,9;3,4;3,3;3,5;2,5;2,7;2,1;1,8;1,1;0,4
;L5L7  ;" Water supply; materials for maintenance & repair";0,7;0,4;0,7;1,0;1,2;0,8;0,8;1,1;1,1;2,0;1,9;2,3;2,0;2,2
;L5L8  ; Medical products, appliances & equipment;1,5;1,6;1,2;1,9;1,9;1,6;2,1;1,6;1,6;1,8;1,1;1,1;0,9;1,4
;L5L9  ; Vehicles, spare parts & accessories;1,5;1,7;1,9;2,5;2,7;2,7;2,2;1,7;2,5;2,9;3,5;4,3;3,7;3,9
;L5LA  ; Recreational goods;2,1;1,8;2,8;3,2;3,4;2,6;3,0;2,3;2,3;2,9;1,7;0,7;2,1;2,3
;L5LN  ; Audio-visual goods;1,3;3,8;2,2;1,3;0,5;-0,8;-0,2;-2,1;-1,2;-1,6;-2,2;-3,5;-3,4;-4,6
;L5LO  ; Other recreational goods;2,2;1,2;2,9;3,7;4,2;3,5;3,8;3,5;3,3;4,2;2,8;1,9;3,6;4,2
;L5LB  ; Miscellaneous goods;0,8;1,4;0,3;0,4;-0,1;0,4;-0,2;0,1;-1,5;-1,1;-0,8;-0,8;-1,1;-0,5
;;;;;;;;;;;;;;;;
;L564; All services;2,5;2,5;2,5;2,4;2,4;2,2;2,3;2,1;2,1;1,9;2,1;2,0;2,0;2,2
;L5LC  ; Housing services;1,9;1,9;1,9;1,7;1,6;1,5;1,4;1,3;1,4;1,4;1,4;1,4;1,4;1,3
;L56S  ; Actual rentals for housing;1,0;0,9;0,8;0,7;0,6;0,6;0,3;0,3;0,3;0,4;0,4;0,4;0,5;0,5
;L5P7; Owner occupiers' housing costs;2,0;1,9;1,9;1,6;1,5;1,3;1,2;1,2;1,2;1,2;1,1;1,1;1,1;1,0
;L5LD  ; Primary housing services;3,1;3,5;3,3;3,4;3,4;3,5;3,6;3,6;3,7;4,7;4,6;4,4;4,4;4,4
;L5LE  ; Other housing services;2,4;2,1;2,0;2,5;2,5;2,7;2,7;2,6;2,5;2,5;2,5;2,7;2,6;2,5
;;;;;;;;;;;;;;;;
;L5LG  ; Travel & transport services;4,8;3,6;4,8;5,1;5,9;4,1;4,8;4,2;4,1;1,4;3,6;3,1;3,8;4,6
;L5LH  ; Services for personal transport equipment;3,3;4,1;4,1;4,1;3,9;3,9;4,5;4,9;5,0;3,9;4,3;4,1;4,5;4,8
;L57Y  ; Transport services;5,3;2,6;4,3;5,0;6,6;3,9;4,7;3,4;3,4;-0,9;3,5;2,8;4,0;5,5
;L598  ; Transport insurance;10,9;12,6;12,5;11,3;11,5;7,6;8,7;5,7;2,1;-0,4;-2,5;-4,8;-7,4;-7,5
;;;;;;;;;;;;;;;;
