Back to Contents;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Table 23;CPI Detailed indices annual averages: 2004 to 20171;;;;;;;;;;;;;;;
; 2015=100;;;;;;;;;;;;;;;
;;;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
;D7CC; 03.1 Clothing;127,9;121,2;116,3;111,6;103,8;95,0;93,9;96,9;97,9;99,1;99,5;100,0;100,2;103,1
;D7DK; 03.1.2 Garments;131,3;123,8;118,4;113,2;104,7;95,0;93,8;96,9;97,8;99,0;99,6;100,0;100,3;103,3
;D7DL; 03.1.3 Other clothing and clothing accessories;99,6;99,6;99,6;99,0;97,3;96,2;96,8;98,0;99,3;99,9;98,7;100,0;99,5;100,3
;D7DM; 03.1.4 Cleaning, repair and hire of clothing;72,0;75,5;78,7;81,5;84,2;86,5;88,4;92,1;93,8;95,4;97,8;100,0;102,4;104,7
;;;;;;;;;;;;;;;;
;D7CD; 03.2 Footwear including repairs;126,0;120,2;115,2;113,4;109,4;105,5;104,8;101,5;101,4;100,4;100,6;100,0;99,7;99,8
;;;;;;;;;;;;;;;;
;D7CE; 04.1 Actual rentals for housing;74,5;77,1;79,5;82,0;84,8;86,3;87,5;89,7;92,7;95,0;97,2;100,0;101,8;102,7
;;;;;;;;;;;;;;;;
;D7CF; 04.3 Regular maintenance and repair of the dwelling;75,1;76,6;77,9;81,2;85,4;89,1;93,6;98,8;101,3;100,6;100,4;100,0;100,1;99,5
;D7DN; 04.3.1 Materials for maintenance and repair;71,8;71,8;71,7;74,6;78,9;84,6;91,3;98,6;102,9;101,8;101,3;100,0;99,5;97,6
;D7DO; 04.3.2 Services for maintenance and repair;80,2;84,3;88,0;92,1;96,2;96,9;98,1;99,7;99,6;99,4;99,6;100,0;100,7;101,5
;;;;;;;;;;;;;;;;
;D7CG; 04.4 Water supply and misc. services for the dwelling;60,1;66,1;70,7;75,1;80,0;84,1;85,0;87,9;92,8;97,1;99,9;100,0;100,8;102,5
;D7DR; 04.4.1 Water supply;60,4;67,4;72,4;76,8;81,3;85,1;87,4;90,9;95,5;98,9;100,9;100,0;100,2;101,5
;D7DQ; 04.4.3 Sewerage collection;59,7;64,7;68,7;73,2;78,4;82,7;82,5;84,9;89,9;95,3;99,0;100,0;101,5;103,6
;;;;;;;;;;;;;;;;
;D7CH; 04.5 Electricity, gas and other fuels;41,8;47,3;59,0;63,2;74,9;80,2;77,9;85,7;92,5;99,1;103,4;100,0;97,0;100,7
;D7DT; 04.5.1 Electricity;45,6;50,4;61,4;66,3;76,6;80,1;78,1;83,8;88,5;95,1;100,3;100,0;99,8;106,5
;D7DU; 04.5.2 Gas;36,7;41,9;55,0;59,3;70,8;80,3;75,8;84,1;92,9;100,0;104,7;100,0;94,1;93,0
;D7DV; 04.5.3 Liquid fuels;58,2;79,1;89,9;89,5;133,7;94,1;122,3;154,9;159,5;160,0;141,9;100,0;89,2;110,6
;D7DW; 04.5.4 Solid fuels;49,5;54,5;58,7;62,9;74,8;88,1;88,1;92,4;95,6;97,1;99,8;100,0;99,8;102,1
;;;;;;;;;;;;;;;;
;D7CI; 05.1 Furniture, furnishings and carpets;82,1;83,0;83,5;85,2;88,1;90,4;93,1;96,2;99,1;99,7;100,4;100,0;100,4;103,9
;D7DY; 05.1.1 Furniture and furnishings;83,0;84,0;84,5;86,6;89,0;91,4;93,8;96,6;98,9;99,4;99,8;100,0;99,8;103,4
;D7DZ; 05.1.2 Carpets and other floor coverings;80,2;80,8;81,3;81,4;85,6;87,7;90,8;95,1;99,9;101,2;102,2;100,0;102,7;105,9
;;;;;;;;;;;;;;;;
;D7CJ; 05.2 Household textiles;106,4;102,1;97,4;94,8;92,8;93,0;94,1;99,3;101,1;101,5;100,2;100,0;98,1;99,4
;;;;;;;;;;;;;;;;
;D7CK; 05.3 Household appliances, fitting and repairs ;94,3;92,6;88,7;89,3;89,6;94,6;98,4;100,7;101,2;101,3;100,5;100,0;101,2;104,7
;D7E3; 05.3.1/2 Major appliances and small electric goods;95,2;92,8;88,3;88,8;88,6;94,0;97,9;100,1;100,6;101,2;100,5;100,0;101,1;104,9
;D7E4; 05.3.3 Repair of household appliances;88,4;91,8;93,1;94,7;99,5;100,9;103,7;106,1;106,1;102,5;100,5;100,0;101,8;102,8
;;;;;;;;;;;;;;;;
;D7CL; 05.4 Glassware, tableware and household utensils;88,7;85,3;83,9;85,1;86,1;88,2;91,8;96,2;97,8;98,6;100,5;100,0;98,2;99,4
;;;;;;;;;;;;;;;;
;D7CM; 05.5 Tools and equipment for house and garden;75,7;74,0;74,6;75,5;76,2;77,8;80,4;90,1;96,8;95,7;98,7;100,0;99,1;101,6
;;;;;;;;;;;;;;;;
;D7CN; 05.6 Goods and services for routine maintenance;72,4;73,9;76,9;79,7;82,9;86,9;89,3;93,2;95,6;97,2;99,1;100,0;100,3;102,4
;D7E5; 05.6.1 Non-durable household goods;76,5;76,2;78,8;80,4;83,2;89,2;92,1;98,0;100,7;102,0;102,7;100,0;95,3;96,6
;D7E6; 05.6.2 Domestic services and household services;72,0;75,2;78,6;82,6;86,1;88,0;89,7;91,2;92,6;94,4;96,9;100,0;103,4;106,1
;;;;;;;;;;;;;;;;
;D7F6; 06.1 Medical products, appliances and equipment;90,2;90,2;89,7;90,7;91,5;92,6;93,1;94,7;96,0;96,4;98,6;100,0;101,2;102,8
;D7F7; 06.1.1 Pharmaceutical products;87,6;87,2;87,3;88,4;88,9;90,6;90,8;93,2;95,0;96,0;98,3;100,0;101,8;103,9
;D7F8; 06.1.2/3 Other medical and therapeutic equipment;94,1;94,2;93,2;94,3;95,3;95,6;96,7;97,2;97,7;96,9;99,0;100,0;100,3;101,0
;;;;;;;;;;;;;;;;
;D7F9; 06.2 Out-patient services;74,6;78,5;82,1;85,1;87,8;89,7;91,2;93,4;95,1;97,0;98,7;100,0;102,1;104,4
;D7FA; 06.2.1/3 Medical services & paramedical services;78,3;82,9;85,9;87,8;90,4;91,9;93,4;95,4;96,5;98,1;99,4;100,0;101,4;102,3
;D7FB; 06.2.2 Dental services;70,5;73,8;77,9;82,2;84,8;87,2;88,6;91,0;93,3;95,6;97,6;100,0;102,9;106,8
;;;;;;;;;;;;;;;;
;D7FC; 06.3 Hospital services;56,6;59,9;63,7;67,4;71,3;74,7;79,5;84,2;88,7;93,2;97,1;100,0;103,7;108,5
;;;;;;;;;;;;;;;;
;D7CO; 07.1 Purchase of vehicles;99,5;98,5;98,0;97,9;95,9;97,2;101,4;102,2;101,5;100,6;100,9;100,0;98,5;99,9
;D7E8; 07.1.1A New cars;84,8;86,3;87,1;88,4;89,5;90,6;93,7;96,8;97,6;97,1;98,0;100,0;100,6;103,6
;D7E9; 07.1.1B Second hand cars;132,2;124,6;121,0;117,8;109,2;108,2;114,7;112,1;108,8;106,8;105,9;100,0;95,0;93,6
;D7EA; 07.1.2/3 Motorcycles and bicycles;83,8;81,7;80,8;81,1;82,8;92,4;94,7;97,5;95,9;96,9;99,1;100,0;98,1;102,0
;;;;;;;;;;;;;;;;
;D7CP; 07.2 Operation of personal transport equipment ;69,3;74,2;78,2;81,1;89,0;86,7;95,7;105,1;106,7;107,0;105,5;100,0;100,2;105,7
;D7EB; 07.2.1 Spare parts and accessories;81,5;83,0;85,2;85,6;87,6;90,7;94,3;98,1;99,0;100,0;101,1;100,0;100,8;103,6
;D7EC; 07.2.2 Fuels and lubricants;71,8;78,1;82,4;84,8;97,4;89,8;104,8;120,2;122,5;121,2;115,2;100,0;97,6;105,6
;D7ED; 07.2.3 Maintenance and repairs;65,8;70,3;74,6;78,3;82,5;85,1;88,5;92,6;94,1;95,8;97,9;100,0;101,7;104,0
;D7EE; 07.2.4 Other services;73,8;77,2;80,6;84,6;86,7;88,5;91,1;94,6;95,3;96,9;98,8;100,0;103,2;108,6
;;;;;;;;;;;;;;;;
;D7CQ; 07.3 Transport services;51,1;54,4;55,7;58,9;63,5;68,0;74,0;82,5;88,0;92,8;96,7;100,0;103,7;109,7
;D7EF; 07.3.1 Passenger transport by railway;59,9;62,2;64,9;68,1;71,1;75,1;81,2;86,7;91,1;94,6;97,7;100,0;100,1;102,8
;D7EG; 07.3.2 Passenger transport by road;67,3;71,1;73,0;76,4;80,1;83,1;85,7;90,2;94,2;96,3;97,8;100,0;103,0;111,9
;D7EH; 07.3.3 Passenger transport by air;55,4;58,5;55,9;57,2;64,8;64,7;73,0;81,4;85,0;90,6;93,1;100,0;98,0;95,7
;D7EI; 07.3.4 Passenger transport by sea and inland waterway;61,3;56,8;60,7;68,7;70,7;80,2;81,0;85,7;89,3;92,0;95,8;100,0;108,7;108,9
;;;;;;;;;;;;;;;;
;D7CR; 08.1 Postal services;42,6;44,3;48,0;53,0;56,5;61,6;65,3;71,2;84,2;94,2;98,2;100,0;101,6;103,4
;;;;;;;;;;;;;;;;
;D7EM; 08.2/3 Telephone and telefax equipment and services;93,1;90,5;90,3;86,8;84,1;84,6;88,7;92,0;95,2;97,6;98,7;100,0;102,8;104,6
;;;;;;;;;;;;;;;;
;D7CS; 09.1 Audio-visual equipment and related products;282,1;249,4;223,0;199,0;172,1;153,2;144,9;130,7;120,5;114,5;109,6;100,0;94,8;95,9
;D7EN; 09.1.1 Reception and reproduction of sound and pictures;289,7;253,2;219,2;192,9;165,8;154,5;142,9;130,2;121,2;114,7;108,8;100,0;95,7;101,6
;D7EO; 09.1.2 Photographic, cinematographic and optical equipment;1093,4;887,8;675,9;516,6;392,0;308,2;261,3;207,7;146,4;123,9;110,8;100,0;92,1;96,5
;D7EP; 09.1.3 Data processing equipment;475,1;378,9;329,9;266,9;204,6;177,1;170,0;146,7;132,3;121,9;117,2;100,0;90,1;89,1
;D7ES; 09.1.4 Recording media;131,1;125,7;122,2;121,3;113,9;100,4;98,9;96,9;101,5;104,5;102,1;100,0;101,6;103,0
;D7ER; 09.1.5 Repair of audio-visual equipment & related products;77,8;82,3;85,3;88,5;91,5;92,1;94,5;96,4;97,5;98,7;98,6;100,0;100,7;101,7
;;;;;;;;;;;;;;;;
;D7CT; 09.2 Other major durables for recreation & culture;78,7;79,6;79,7;80,3;81,9;84,8;88,7;92,3;95,3;96,4;98,3;100,0;101,2;105,7
;D7FD; 09.2.1/2 Major durables for in/outdoor recreation;78,7;79,6;79,7;80,3;81,9;84,8;88,7;92,3;95,3;96,4;98,3;100,0;101,2;105,7
;;;;;;;;;;;;;;;;
;D7CU; 09.3 Other recreational items, gardens and pets;103,9;102,0;100,0;99,2;98,8;100,5;101,5;100,6;100,5;100,9;101,3;100,0;99,5;99,7
;D7FF; 09.3.1 Games, toys and hobbies;122,3;118,8;113,9;111,0;107,7;108,5;107,8;103,3;102,4;102,5;101,9;100,0;99,0;98,4
;D7FG; 09.3.2 Equipment for sport and open-air recreation;106,7;100,5;98,3;98,8;99,0;100,4;100,0;100,3;99,1;99,8;101,5;100,0;99,9;99,4
;D7ET; 09.3.3 Gardens, plants and flowers;90,8;89,7;89,3;90,2;92,5;93,7;99,0;102,5;103,5;100,4;101,1;100,0;99,5;100,5
;D7EU; 09.3.4/5 Pets, related products and services;70,2;72,2;74,6;76,7;80,7;84,9;88,3;93,1;95,0;97,3;99,5;100,0;100,1;102,7
;;;;;;;;;;;;;;;;
;D7CV; 09.4 Recreational and cultural services;67,3;69,7;72,9;75,9;78,2;81,2;84,3;88,5;91,1;94,4;97,1;100,0;104,2;106,0
;D7FH; 09.4.1 Recreational and sporting services;65,2;68,1;71,5;74,8;78,7;81,3;83,9;87,9;90,8;94,2;96,5;100,0;104,5;107,6
;D7FI; 09.4.2 Cultural services;68,2;70,5;73,6;76,5;78,0;81,2;84,6;88,7;91,3;94,5;97,4;100,0;104,1;105,4
;;;;;;;;;;;;;;;;
;D7FJ; 09.5 Books, newspapers and stationery;71,8;72,3;74,7;76,2;79,7;82,3;85,3;88,2;89,3;93,1;98,0;100,0;103,0;108,0
;D7FK; 09.5.1 Books;78,4;79,1;81,1;83,3;88,9;88,1;91,5;93,2;89,4;91,8;98,6;100,0;102,1;108,7
;D7FL; 09.5.2 Newspapers and periodicals;62,2;63,2;67,2;69,6;73,0;76,3;78,2;80,9;84,8;90,5;96,4;100,0;104,5;109,7
;D7FM; 09.5.3/4 Misc. printed matter, stationery, drawing materials;80,5;80,1;80,2;79,1;80,6;84,7;89,4;93,2;94,8;97,5;99,5;100,0;101,9;106,2
;;;;;;;;;;;;;;;;
;D7FN; 09.6 Package holidays;76,3;77,4;76,8;77,6;80,7;86,0;90,4;92,6;95,6;98,5;99,2;100,0;100,0;102,1
;;;;;;;;;;;;;;;;
;D7C5; 10.0 Education;38,5;40,4;43,4;49,3;55,1;59,3;62,4;65,7;71,4;83,6;92,2;100,0;104,7;108,7
;;;;;;;;;;;;;;;;
;D7CW; 11.1 Catering services;71,4;73,6;75,8;78,5;81,7;84,0;86,7;90,7;93,6;96,2;98,5;100,0;102,2;105,0
;D7EW; 11.1.1 Restaurants & cafes;71,0;73,1;75,3;77,9;81,2;83,6;86,3;90,4;93,3;95,9;98,3;100,0;102,3;105,3
;D7EX; 11.1.2 Canteens;75,5;78,0;80,1;84,0;86,8;88,2;90,5;94,0;96,3;99,0;100,7;100,0;101,3;102,8
;;;;;;;;;;;;;;;;
;D7CX; 11.2 Accommodation services;74,4;78,5;82,2;84,8;86,5;86,1;87,2;90,0;92,3;94,2;96,4;100,0;103,4;107,7
;;;;;;;;;;;;;;;;
;D7CY; 12.1 Personal care;85,9;86,4;88,2;90,4;92,4;94,6;97,0;99,8;100,8;100,9;100,6;100,0;99,4;99,4
;D7EY; 12.1.1 Hairdressing and personal grooming establishments;74,9;78,4;81,2;84,2;87,3;88,6;91,0;94,2;95,6;96,8;98,2;100,0;102,1;104,2
;D7EZ; 12.1.2/3 Appliances and products for personal care;90,2;89,4;90,7;92,6;94,1;96,6;99,0;101,7;102,5;102,3;101,4;100,0;98,6;97,8
;;;;;;;;;;;;;;;;
;D7FO; 12.3 Personal effects (nec);74,7;74,1;75,9;78,2;81,4;84,7;88,2;92,7;97,7;100,2;100,3;100,0;99,7;102,9
;D7FP; 12.3.1 Jewellery, clocks and watches;67,3;66,6;69,4;71,9;75,9;80,0;85,2;91,5;98,3;100,8;100,6;100,0;101,2;105,9
;D7FQ; 12.3.2 Other personal effects;94,7;94,5;93,8;95,5;96,6;97,1;95,4;95,3;96,8;99,4;99,9;100,0;98,1;99,1
;;;;;;;;;;;;;;;;
;D7D2; 12.4 Social protection;65,0;68,8;72,6;76,6;80,3;84,0;86,7;89,3;91,6;93,7;96,4;100,0;103,3;107,5
;;;;;;;;;;;;;;;;
;D7D3; 12.5 Insurance;59,7;59,6;60,5;62,9;64,5;69,1;81,6;92,8;95,8;95,8;98,4;100,0;108,3;115,3
;D7F2; 12.5.2 House contents insurance;102,5;100,2;100,9;103,5;103,6;106,6;111,6;112,4;110,0;103,5;103,0;100,0;100,7;102,6
;D7EQ; 12.5.3 Health insurance;51,1;53,1;56,8;60,9;64,7;68,3;74,8;79,9;86,1;92,0;96,8;100,0;107,3;111,9
;D7F3; 12.5.4 Transport insurance;52,3;51,4;51,4;53,0;54,0;59,5;77,8;96,0;96,6;95,1;97,1;100,0;111,9;124,1
;;;;;;;;;;;;;;;;
;D7D4; 12.6 Financial services (nec);100,3;107,9;112,7;111,2;111,5;111,2;107,2;103,9;105,5;105,6;102,3;100,0;99,8;98,6
;D7CZ; 12.6.2 Other financial services (nec);100,3;107,9;112,7;111,2;111,5;111,2;107,2;103,9;105,5;105,6;102,3;100,0;99,8;98,6
;;;;;;;;;;;;;;;;
;D7FR; 12.7 Other services (nec);69,0;74,6;79,2;82,1;86,2;86,4;89,7;93,3;95,4;98,2;98,6;100,0;100,3;98,8
;;;;;;;;;;;;;;;;
;; Key:    - zero or negligible  .. not available (nec) not elsewhere covered;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;1;For the release of January consumer price inflation data on 16 February 2016, CPIH and CPI indices have been re-referenced and published with 2015=100.;;;;;;;;;;;;;;
;;Full historic series for each of the re-referenced indices are now available for users to view or download.;;;;;;;;;;;;;;
;;Regular re-referencing of indices is methodological good practice as it avoids rounding issues that can arise from small index values. ;;;;;;;;;;;;;;
;;Please note that re-referencing does not impact on published inflation rates, although when using the indices to calculate inflation rates, ;;;;;;;;;;;;;;
;;it is important to use indices that are calculated in the same reference year. Re-referencing does not impact on RPI.;;;;;;;;;;;;;;
;;For more information, please contact cpi@ons.gsi.gov.uk.;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;Source: ;;;;;;;;;;;;;;
;;Office for National Statistics;;;;;;;;;;;;;;
;;Prices Division;;;;;;;;;;;;;;
;;2.001 Cardiff Road;;;;;;;;;;;;;;
;;Newport;;;;;;;;;;;;;;
;;South Wales;;;;;;;;;;;;;;
;;NP10 8XG;;;;;;;;;;;;;;
;;Tel: +44 (0) 1633 456900;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;http://www.ons.gov.uk;;;;;;;;;;;;;;
