,Date,PumpPriceP,PumpPriceD,DutyP,DutyD,VatP,VatD,inflation,adjusted
603,2017-07-24,113.99,115.73,57.95,57.95,20.0,20.0,2.6,96.45307692307692
604,2017-07-31,114.16,115.99,57.95,57.95,20.0,20.0,2.6,96.59692307692308
605,2017-08-07,114.78,116.64,57.95,57.95,20.0,20.0,2.7,93.52444444444446
606,2017-08-14,115.53,117.43,57.95,57.95,20.0,20.0,2.7,94.13555555555557
607,2017-08-21,116.04,118.05,57.95,57.95,20.0,20.0,2.7,94.55111111111113
608,2017-08-28,116.4,118.24,57.95,57.95,20.0,20.0,2.7,94.84444444444446
609,2017-09-04,116.95,118.77,57.95,57.95,20.0,20.0,2.8,91.88928571428573
610,2017-09-11,118.14,119.94,57.95,57.95,20.0,20.0,2.8,92.82428571428572
611,2017-09-18,118.85,120.59,57.95,57.95,20.0,20.0,2.8,93.38214285714287
612,2017-09-25,118.87,120.92,57.95,57.95,20.0,20.0,2.8,93.39785714285716
613,2017-10-02,118.13,120.37,57.95,57.95,20.0,20.0,2.8,92.81642857142857
614,2017-10-09,117.16,120.51,57.95,57.95,20.0,20.0,2.8,92.05428571428573
615,2017-10-16,117.01,120.42,57.95,57.95,20.0,20.0,2.8,91.93642857142859
616,2017-10-23,117.04,120.65,57.95,57.95,20.0,20.0,2.8,91.96000000000002
617,2017-10-30,117.06,120.63,57.95,57.95,20.0,20.0,2.8,91.9757142857143
618,2017-11-06,117.57,121.27,57.95,57.95,20.0,20.0,2.8,92.37642857142858
619,2017-11-13,118.91,122.69,57.95,57.95,20.0,20.0,2.8,93.42928571428573
620,2017-11-20,119.67,123.32,57.95,57.95,20.0,20.0,2.8,94.02642857142858
621,2017-11-27,120.13,123.79,57.95,57.95,20.0,20.0,2.8,94.38785714285716
622,2017-12-04,119.75,123.21,57.95,57.95,20.0,20.0,2.7,97.57407407407408
623,2017-12-11,119.91,123.69,57.95,57.95,20.0,20.0,2.7,97.70444444444445
624,2017-12-18,119.98,123.81,57.95,57.95,20.0,20.0,2.7,97.7614814814815
625,2017-12-25,120.0,123.43,57.95,57.95,20.0,20.0,2.7,97.77777777777779
626,2018-01-01,120.19,123.51,57.95,57.95,20.0,20.0,2.7,97.9325925925926
627,2018-01-08,120.52,123.97,57.95,57.95,20.0,20.0,2.7,98.20148148148148
628,2018-01-15,120.96,124.58,57.95,57.95,20.0,20.0,2.7,98.56
629,2018-01-22,121.5,125.07,57.95,57.95,20.0,20.0,2.7,99.00000000000001
630,2018-01-29,121.69,125.32,57.95,57.95,20.0,20.0,2.7,99.15481481481483
631,2018-02-05,121.73,125.36,57.95,57.95,20.0,20.0,2.5,107.12240000000001
632,2018-02-12,121.58,125.02,57.95,57.95,20.0,20.0,2.5,106.99040000000001
633,2018-02-19,120.52,124.18,57.95,57.95,20.0,20.0,2.5,106.05760000000001
634,2018-02-26,119.55,123.09,57.95,57.95,20.0,20.0,2.5,105.20400000000001
635,2018-03-05,119.29,122.92,57.95,57.95,20.0,20.0,2.3,114.1034782608696
636,2018-03-12,119.11,122.96,57.95,57.95,20.0,20.0,2.3,113.9313043478261
637,2018-03-19,119.17,122.84,57.95,57.95,20.0,20.0,2.3,113.98869565217393
638,2018-03-26,119.23,122.9,57.95,57.95,20.0,20.0,2.3,114.04608695652176
639,2018-04-02,119.43,123.05,57.95,57.95,20.0,20.0,2.2,119.43
640,2018-04-09,119.96,123.58,57.95,57.95,20.0,20.0,2.2,119.96
641,2018-04-16,120.56,124.29,57.95,57.95,20.0,20.0,2.2,120.56
642,2018-04-23,121.44,125.39,57.95,57.95,20.0,20.0,2.2,121.44
643,2018-04-30,122.22,126.01,57.95,57.95,20.0,20.0,2.2,122.22
644,2018-05-07,123.27,126.99,57.95,57.95,20.0,20.0,2.3,117.9104347826087
645,2018-05-14,124.32,128.28,57.95,57.95,20.0,20.0,2.3,118.91478260869566
646,2018-05-21,125.93,130.04,57.95,57.95,20.0,20.0,2.3,120.45478260869568
647,2018-05-28,127.58,131.66,57.95,57.95,20.0,20.0,2.3,122.03304347826088
648,2018-06-04,128.43,132.34,57.95,57.95,20.0,20.0,2.3,122.84608695652176
649,2018-06-11,128.61,132.62,57.95,57.95,20.0,20.0,2.3,123.01826086956525
650,2018-06-18,127.92,131.98,57.95,57.95,20.0,20.0,2.3,122.35826086956524
651,2018-06-25,127.18,131.27,57.95,57.95,20.0,20.0,2.3,121.65043478260873
652,2018-07-02,126.54,130.83,57.95,57.95,20.0,20.0,2.3,121.03826086956524
653,2018-07-09,126.97,131.53,57.95,57.95,20.0,20.0,2.3,121.44956521739132
654,2018-07-16,127.47,131.85,57.95,57.95,20.0,20.0,2.3,121.92782608695654
655,2018-07-23,127.5,131.9,57.95,57.95,20.0,20.0,2.3,121.95652173913045
656,2018-07-30,127.54,131.94,57.95,57.95,20.0,20.0,2.3,121.99478260869567
657,2018-08-06,128.02,132.39,57.95,57.95,20.0,20.0,2.4,117.35166666666669
658,2018-08-13,128.39,132.56,57.95,57.95,20.0,20.0,2.4,117.69083333333333
659,2018-08-20,128.79,132.97,57.95,57.95,20.0,20.0,2.4,118.0575
660,2018-08-27,129.18,133.2,57.95,57.95,20.0,20.0,2.4,118.41500000000002
661,2018-09-03,129.76,133.67,57.95,57.95,20.0,20.0,2.2,129.76
662,2018-09-10,130.24,134.31,57.95,57.95,20.0,20.0,2.2,130.24
663,2018-09-17,130.59,134.57,57.95,57.95,20.0,20.0,2.2,130.59
664,2018-09-24,130.59,134.77,57.95,57.95,20.0,20.0,2.2,130.59
665,2018-10-01,129.98,134.86,57.95,57.95,20.0,20.0,2.2,129.98
666,2018-10-08,130.15,135.53,57.95,57.95,20.0,20.0,2.2,130.15
667,2018-10-15,130.81,136.63,57.95,57.95,20.0,20.0,2.2,130.81
668,2018-10-22,130.98,136.93,57.95,57.95,20.0,20.0,2.2,130.98
669,2018-10-29,130.64,136.99,57.95,57.95,20.0,20.0,2.2,130.64
