Back to Contents;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Table 25; CPI Weights: 2006 to 2018;;;;;;;;;;;;;;;;
; parts per 1000;;;;;;;;;;;;;;;;
;2015=100;;;;;;;;;;;;;;;;
;;;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;"2017 
Jan";"2017 
Feb-Dec";"2018
Jan";"2018
Feb-Dec"
;L8BR;07.3.1.1 Passenger transport by train; ..; ..; ..; ..; ..; ..; ..; ..; ..;9,62;9,62;10,36;10,36;9,62;9,62
;L8BS;07.3.1.2 Passenger transport by underground and tram; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,38;3,38;3,64;3,64;3,38;3,38
;CJXV;07.3.2/6 Passenger transport by road and other transport services;15;14;14;14;14;13;12;13;11;12;12;12;12;12;12
;L8BV;07.3.2.1 Passenger transport by bus and coach; ..; ..; ..; ..; ..; ..; ..; ..; ..;5,88;5,88;6,00;6,00;5,28;5,28
;L8BW;07.3.2.2 Passenger transport by taxi and hired car with driver; ..; ..; ..; ..; ..; ..; ..; ..; ..;4,08;4,08;3,60;3,60;4,32;4,32
;L8BX;07.3.6.2 Removal and storage services ; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,04;2,04;2,40;2,40;2,40;2,40
;CJXW;07.3.3 Passenger transport by air;7;7;8;9;10;9;8;6;6;6;8;7;5;7;5
;CJXX;07.3.4 Passenger transport by sea and inland waterway;2;2;2;3;3;3;1;1;4;2;4;4;4;4;4
;;;;;;;;;;;;;;;;;
;CJVP;08.1 Postal services;1;1;1;1;1;2;1;2;2;2;2;1;1;1;1
;;;;;;;;;;;;;;;;;
;CJYB;08.2/3 Telephone and telefax equipment and services;24;23;22;22;24;24;26;29;30;29;30;24;24;23;23
;L8C2;08.2.0.1 Fixed telephone equipment; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,24;0,25;0,24;0,24;0,23;0,23
;L8C3;08.2.0.2 Mobile telephone equipment; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,96;1,00;0,96;0,96;1,15;1,15
;L8C4;08.3.0.1 Wired telephone services; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,40;2,50;2,40;2,40;2,30;2,30
;L8C7;08.3.0.2 Wireless telephone services; ..; ..; ..; ..; ..; ..; ..; ..; ..;8,64;9,00;8,88;8,88;8,51;8,51
;L8C8;08.3.0.3 Internet access provision services; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,72;0,75;0,72;0,72;0,69;0,69
;L8C9;08.3.0.4 Bundled telecommunication services; ..; ..; ..; ..; ..; ..; ..; ..; ..;11,04;11,50;10,80;10,80;10,12;10,12
;;;;;;;;;;;;;;;;;
;CJVQ;09.1 Audio-visual equipment and related products;27;29;27;23;23;27;23;23;22;23;18;18;18;18;18
;CJYC;09.1.1 Reception and reproduction of sound and pictures;6;6;6;6;7;6;6;6;5;5;5;3;4;5;5
;L8CA;09.1.1.1 Equipment for the reception, recording and reproduction of sound; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,20;1,20;0,72;0,96;1,20;1,20
;L8CD;09.1.1.2 Equipment for the reception, recording and reproduction of sound and vision; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,20;3,20;1,92;2,56;3,20;3,20
;L8CE;09.1.1.3 Portable sound and vision devices; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,35;0,35;0,21;0,28;0,35;0,35
;L8CF;09.1.1.9 Other equipment for the reception, recording and reproduction of sound and picture; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,25;0,25;0,15;0,20;0,25;0,25
;CJYD;09.1.2 Photographic, cinematographic and optical equipment;5;4;4;4;3;5;4;3;3;3;2;2;2;2;2
;CJYE;09.1.3 Data processing equipment;5;7;5;5;6;7;6;7;8;9;7;7;7;6;6
;L8CH;09.1.3.1 Personal computers; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,36;2,94;3,64;3,64;2,52;2,52
;L8CI;09.1.3.2 Accessories for information processing equipment; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,56;2,24;2,24;2,24;1,92;1,92
;L8CJ;09.1.3.3 Software; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,08;1,82;1,12;1,12;1,56;1,56
;CJYF;09.1.4 Recording media;10;11;11;7;6;8;6;6;5;5;3;5;4;4;4
;L8CK;09.1.4.1 Pre-recorded recording media; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,64;2,64;4,40;3,52;3,52;3,52
;L8CL;09.1.4.2 Unrecorded recording media; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,15;0,15;0,25;0,20;0,20;0,20
;L8CM;09.1.4.9 Other recording media; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,21;0,21;0,35;0,28;0,28;0,28
;CJYG;09.1.5 Repair of audio-visual equipment & related products;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
;;;;;;;;;;;;;;;;;
;CJVR;09.2 Oth. major durables for recreation & culture;9;9;9;9;9;10;10;9;9;10;12;15;15;16;16
;ICVN;09.2.1/2/3 Major durables for in/outdoor recreation and their maintenance;9;9;9;9;9;10;10;9;9;10;12;15;15;16;16
;L8CO;09.2.1.1 Camper vans, caravans and trailers; ..; ..; ..; ..; ..; ..; ..; ..; ..;5,06;6,50;7,80;7,80;8,16;8,16
;L8CP;09.2.1.3 Boats, outboard motors and fitting out of boats; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,64;3,51;3,30;3,30;3,84;3,84
;L8CR;09.2.1.5 Major items for games and sport; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,77;0,65;1,20;1,20;1,60;1,60
;L8CS;09.2.2.1 Musical instruments ; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,77;0,91;1,05;1,05;1,28;1,28
;L8CQ;09.2.3.0 Maintenance and repair of other major durables for recreation and culture; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,76;1,43;1,65;1,65;1,12;1,12
;;;;;;;;;;;;;;;;;
;CJVS;09.3 Other recreational items, gardens and pets;39;37;38;37;40;38;35;32;36;36;35;37;37;36;37
;ICVP;09.3.1 Games, toys and hobbies;23;21;22;20;24;22;20;19;21;21;20;20;21;21;21
;L8CT;09.3.1.1 Games and hobbies; ..; ..; ..; ..; ..; ..; ..; ..; ..;8,36;8,80;8,80;9,24;9,24;9,24
;L8CU;09.3.1.2 Toys and celebration articles; ..; ..; ..; ..; ..; ..; ..; ..; ..;10,64;11,20;11,20;11,76;11,76;11,76
;ICVQ;09.3.2 Equipment for sport and open-air recreation;4;4;4;4;4;3;3;3;3;4;3;3;3;3;3
;L8CV;09.3.2.1 Equipment for sport; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,37;2,37;2,37;2,37;2,37;2,37
;L8CW;09.3.2.2 Equipment for camping and open-air recreation; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,63;0,63;0,63;0,63;0,63;0,63
;CJYI;09.3.3 Gardens, plants and flowers;5;5;5;5;5;5;4;4;4;4;4;5;5;4;4
;L8CX;09.3.3.1 Garden products; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,52;0,52;0,65;0,65;0,52;0,52
;L8CY;09.3.3.2 Plants and flowers; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,48;3,48;4,35;4,35;3,48;3,48
;CJYJ;09.3.4/5 Pets, related products and services;7;7;7;8;7;8;8;6;8;7;8;9;8;8;9
;L8CZ;09.3.4.1 Purchase of pets ; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,32;0,35;0,45;0,40;0,40;0,45
;L8D2;09.3.4.2 Products for pets; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,68;3,64;4,68;4,16;4,16;4,68
;L8D3;09.3.5.0 Veterinary and other services for pets; ..; ..; ..; ..; ..; ..; ..; ..; ..;4,00;3,01;3,87;3,44;3,44;3,87
;;;;;;;;;;;;;;;;;
;CJVT;09.4 Recreational and cultural services;28;32;32;32;31;30;29;29;31;31;33;33;32;28;28
;ICVR;09.4.1 Recreational and sporting services;8;10;11;11;10;8;8;9;9;8;10;10;10;8;8
;L8D4;09.4.1.1 Recreational and sporting services - Attendance        ; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,36;1,70;1,70;1,70;1,36;1,36
;L8D5;09.4.1.2 Recreational and sporting services - Participation; ..; ..; ..; ..; ..; ..; ..; ..; ..;6,64;8,30;8,30;8,30;6,64;6,64
;ICVS;09.4.2 Cultural services;20;22;21;21;21;22;21;20;22;23;23;23;22;20;20
;L8D6;09.4.2.1 Cinemas, theatres, concerts; ..; ..; ..; ..; ..; ..; ..; ..; ..;9,36;9,00;8,28;7,92;7,20;7,20
;L8D7;09.4.2.2 Museums, libraries, zoological gardens; ..; ..; ..; ..; ..; ..; ..; ..; ..;4,94;4,75;4,37;4,18;3,80;3,80
;L8D8;09.4.2.3 Television and radio licence fees, subscriptions; ..; ..; ..; ..; ..; ..; ..; ..; ..;9,88;9,50;8,74;8,36;7,60;7,60
;L8D9;09.4.2.4 Hire of equipment and accessories for culture; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,78;0,75;0,69;0,66;0,60;0,60
;L8DA;09.4.2.5 Photographic services; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,04;1,00;0,92;0,88;0,80;0,80
;;;;;;;;;;;;;;;;;
;ICVT;09.5 Books, newspapers and stationery;17;17;17;17;17;15;13;14;14;14;14;12;11;13;12
;ICVU;09.5.1 Books;5;5;5;5;4;4;3;4;4;4;4;4;3;4;4
;L8DB;09.5.1.1 Fiction books; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,64;1,64;1,64;1,23;1,56;1,56
;L8DC;09.5.1.3 Other non-fiction books; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,00;2,04;2,00;1,50;2,12;2,12
;L8DD;09.5.1.4 Binding services and e-book downloads; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,36;0,32;0,36;0,27;0,32;0,32
;ICVV;09.5.2 Newspapers and periodicals;7;7;7;6;6;5;5;5;5;5;5;4;4;4;4
;L8DE;09.5.2.1 Newspapers; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,35;3,35;2,68;2,68;2,72;2,72
;L8DL;09.5.2.2 Magazines and periodicals; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,65;1,65;1,32;1,32;1,28;1,28
;ICVW;09.5.3/4 Misc. printed matter, stationery, drawing materials;5;5;5;6;7;6;5;5;5;5;5;4;4;5;4
;L8DN;09.5.3.0 Miscellaneous printed matter ; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,98;1,98;1,00;1,00;1,65;1,32
;L8DO;09.5.4.1 Paper products; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,92;1,92;1,60;1,60;1,80;1,44
;L8DP;09.5.4.9 Other stationery and drawing materials; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,10;2,10;1,40;1,40;1,55;1,24
;;;;;;;;;;;;;;;;;
;ICVX;09.6 Package holidays;27;29;29;27;30;27;24;34;32;33;36;34;35;38;39
;;;;;;;;;;;;;;;;;
;CJUU;10.0 Education;17;18;19;21;19;18;19;21;22;26;25;22;22;22;22
;L8DT;10.1/2/5 Pre-primary, primary and secondary education(incl not definable by level) ; ..; ..; ..; ..; ..; ..; ..; ..; ..;9,12;9,12;8,36;8,36;7,26;7,26
;L8LF;10.4 Tertiary education; ..; ..; ..; ..; ..; ..; ..; ..; ..;14,88;14,88;13,64;13,64;14,74;14,74
;;;;;;;;;;;;;;;;;
;CJVU;11.1 Catering services;116;119;118;111;109;103;97;98;100;100;101;95;96;94;94
;CJYL;11.1.1 Restaurants & cafes;103;106;106;100;98;93;86;88;91;91;93;87;88;86;86
;L8LL;11.1.1.1 Restaurants, cafes and dancing establishments ; ..; ..; ..; ..; ..; ..; ..; ..; ..;69,00;69,75;65,25;66,00;64,50;64,50
;L8LM;11.1.1.2 Fast food and take away food services; ..; ..; ..; ..; ..; ..; ..; ..; ..;23,00;23,25;21,75;22,00;21,50;21,50
;CJYM;11.1.2 Canteens;13;13;12;11;11;10;11;10;9;9;8;8;8;8;8
;;;;;;;;;;;;;;;;;
;CJVV;11.2 Accommodation services;18;19;19;17;17;17;17;19;20;21;22;30;30;27;27
;L8U9;11.2.0.1 Hotels, motel, inns and similar accommodation services ; ..; ..; ..; ..; ..; ..; ..; ..; ..;17,80;19,14;26,10;26,10;23,49;23,49
;L8UD;11.2.0.2 Holiday centres, camping sites, youth hostels and similar accommodation services; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,60;0,66;0,90;0,90;0,81;0,81
;L8UE;11.2.0.3 Accommodation services of other establishments; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,60;2,20;3,00;3,00;2,70;2,70
;;;;;;;;;;;;;;;;;
;CJVW;12.1 Personal care;32;31;30;31;29;28;28;28;29;30;31;31;32;30;30
;CJYN;12.1.1 Hairdressing and personal grooming establishments;8;8;8;8;7;7;8;7;7;7;8;8;8;7;7
;L8UF;12.1.1.1 Hairdressing for men and children; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,54;1,76;1,76;1,76;1,54;1,54
;L8UG;12.1.1.2 Hairdressing for women; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,15;3,60;3,60;3,60;3,15;3,15
;L8UH;12.1.1.3 Personal grooming treatments; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,31;2,64;2,64;2,64;2,31;2,31
;CJYO;12.1.2/3 Appliances and products for personal care;24;23;22;23;22;21;20;21;22;23;23;23;24;23;23
;L8UI;12.1.2.1 Electric appliances for personal care ; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,07;1,92;1,15;1,20;1,15;1,15
;L8UJ;12.1.3.1 Non electric appliances; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,38;1,68;1,61;1,68;1,38;1,38
;L8UK;12.1.3.2 Articles for personal hygiene and wellness; ..; ..; ..; ..; ..; ..; ..; ..; ..;19,55;20,40;20,24;21,12;20,47;20,47
;;;;;;;;;;;;;;;;;
;CJVX;12.3 Personal effects (nec);11;10;10;11;10;10;13;13;13;14;16;14;14;15;15
;ICVZ;12.3.1 Jewellery, clocks and watches;7;7;7;8;7;7;8;8;8;9;9;9;9;10;10
;L8UL;12.3.1.1 Jewellery; ..; ..; ..; ..; ..; ..; ..; ..; ..;5,84;6,57;6,57;6,57;7,30;7,30
;L8UM;12.3.1.2 Clocks and watches; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,60;1,80;1,80;1,80;2,00;2,00
;L8UN;12.3.1.3 Repair of jewellery, clocks and watches; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,56;0,63;0,63;0,63;0,70;0,70
;ICWA;12.3.2 Other personal effects;4;3;3;3;3;3;5;5;5;5;7;5;5;5;5
;L8UO;12.3.2.1 Travel goods; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,78;4,62;3,25;3,25;2,70;2,70
;L8UP;12.3.2.2 Articles for babies; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,66;0,77;0,55;0,55;1,30;1,30
;L8UQ;12.3.2.9 Other personal effects n.e.c.; ..; ..; ..; ..; ..; ..; ..; ..; ..;1,56;1,61;1,20;1,20;1,00;1,00
;;;;;;;;;;;;;;;;;
;CJVY;12.4 Social protection;12;12;12;11;11;11;13;14;12;13;16;16;16;18;18
;L8UR;12.4.0.1 Child care services; ..; ..; ..; ..; ..; ..; ..; ..; ..;7,95;9,12;9,12;9,12;11,88;11,88
;L8US;12.4.0.2 Retirement homes for elderly persons and residences for disabled persons  ; ..; ..; ..; ..; ..; ..; ..; ..; ..;4,80;4,32;4,48;4,48;2,88;2,88
;L8UT;12.4.0.3 Services to maintain people in their private homes; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,25;2,56;2,40;2,40;3,24;3,24
;;;;;;;;;;;;;;;;;
;CJVZ;12.5 Insurance;9;8;8;7;8;8;8;8;7;10;9;9;8;9;8
;CJYP;12.5.2 House contents insurance;2;2;2;2;2;2;3;2;2;2;2;3;2;2;2
;JKWP;12.5.3/5 Health insurance and other insurance;2;2;2;2;2;2;2;2;2;3;3;2;2;3;2
;CJYQ;12.5.4 Transport insurance;5;4;4;3;4;4;3;4;3;5;4;4;4;4;4
;L8UW;12.5.4.1 Motor vehicle insurance; ..; ..; ..; ..; ..; ..; ..; ..; ..;3,72;3,72;3,72;3,72;3,72;3,72
;L8UX;12.5.4.2 Travel insurance; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,28;0,28;0,28;0,28;0,28;0,28
;;;;;;;;;;;;;;;;;
;CJWA;12.6 Financial services (nec);29;28;28;28;28;26;23;30;17;12;12;14;14;11;11
;CJYK;12.6.2 Other financial services (nec);29;28;28;28;28;26;23;30;17;12;12;14;14;11;11
;L8UY;12.6.2.1 Charges by banks and post offices; ..; ..; ..; ..; ..; ..; ..; ..; ..;9,66;9,38;9,38;9,38;7,37;7,37
;L8UZ;12.6.2.2 Fees and service charges of brokers, investment counsellors; ..; ..; ..; ..; ..; ..; ..; ..; ..;4,34;4,62;4,62;4,62;3,63;3,63
;;;;;;;;;;;;;;;;;
;ICVY;12.7 Other services (nec);13;11;11;11;11;11;11;10;10;12;12;12;12;12;12
;L8V2;12.7.0.1 Administrative fees; ..; ..; ..; ..; ..; ..; ..; ..; ..;0,36;0,36;0,36;0,36;0,36;0,36
;L8V3;12.7.0.2 Legal services and accountancy; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,16;2,28;2,28;2,28;2,16;2,16
;L8V4;12.7.0.3 Funeral services; ..; ..; ..; ..; ..; ..; ..; ..; ..;2,40;2,40;2,52;2,52;2,40;2,40
;L8V5;12.7.0.4 Other fees and services; ..; ..; ..; ..; ..; ..; ..; ..; ..;7,08;6,96;6,84;6,84;7,08;7,08
;;;;;;;;;;;;;;;;;
;; Key:    - zero or negligible   ..  not available (nec) not elsewhere covered;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;1;As of 21 March 2017, an additional level of detail (COICOP5-level) is provided for CPIH and CPI. These are given 5-digit reference codes in these tables.;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;Source: ;;;;;;;;;;;;;;;
;;Office for National Statistics;;;;;;;;;;;;;;;
;;Prices Division;;;;;;;;;;;;;;;
;;2.001 Cardiff Road;;;;;;;;;;;;;;;
;;Newport;;;;;;;;;;;;;;;
;;South Wales;;;;;;;;;;;;;;;
;;NP10 8XG;;;;;;;;;;;;;;;
;;Tel: +44 (0) 1633 456900;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;http://www.ons.gov.uk;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
