Back to Content;;;;;;;;;;;;;
;;;;;;;;;;;;;
Table 16; CPIH: Detailed goods and services breakdown: 2007 to 2017 1, 2;;;;;;;;;;;;
; Percentage change over 12 months;;;;;;;;;;;;
;;;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
;L5LM  ; Miscellaneous services;1,6;2,5;0,9;-0,1;0,2;2,3;1,5;-0,1;1,1;1,7;1,0
;L5LF  ; Medical services;5,1;4,8;3,8;4,7;4,7;4,1;3,9;3,2;2,4;3,0;3,4
;L55Y  ; Education;13,7;11,7;7,6;5,3;5,2;8,7;17,2;10,2;8,5;4,7;3,8
;;;;;;;;;;;;;
; ; Special aggregates;;;;;;;;;;;
;L5LZ  ; Durables;-1,4;-2,1;0,7;2,6;-0,1;-0,9;-1,2;-0,3;-2,0;-1,4;2,6
;L5M2  ; Semi-durables;-2,1;-3,8;-3,9; -;1,7;1,1;1,0;0,6;-0,2;-0,2;1,8
;L5M3  ; Non-durables;2,4;3,2;4,1;3,6;4,2;2,3;1,0;1,2;-0,2;-0,1;1,1
;L5KW  ; Seasonal food;6,3;7,5;5,4;5,5;4,0;3,3;6,4;-2,1;-2,5;-2,0;3,2
;L5LY  ; Non-seasonal food;3,8;11,2;5,7;2,1;5,6;3,0;3,1;0,5;-2,8;-2,6;2,2
;L5M4  ; Energy, food, alcoholic beverages & tobacco;4,6;10,8;3,5;4,6;8,4;4,3;4,1;0,8;-3,5;-1,7;3,9
;L5M5  ; Energy & unprocessed food;5,1;13,8;2,4;4,9;9,1;4,4;4,0;-0,3;-5,8;-2,7;4,6
;L5M6  ; Energy & seasonal food;5,7;14,4;1,6;5,7;9,8;4,6;4,0;-0,4;-6,4;-2,4;5,2
;L56M  ; Tobacco;5,3;4,4;4,0;7,7;11,0;8,5;7,7;7,6;5,6;4,9;5,9
;L55S  ; Housing, water, electricity, gas & other fuels;3,4;4,7;2,1;-0,4;2,7;2,7;2,3;2,0;1,3;1,6;2,1
;L5M7  ; Education, health & social protection 2;7,1;6,3;4,8;4,0;3,9;4,8;7,4;5,4;4,9;3,5;3,4
;;;;;;;;;;;;;
; ; All items excluding;;;;;;;;;;;
;L5LP  ; Energy;2,2;2,7;2,1;2,3;3,2;2,4;2,2;1,5;0,9;1,2;2,4
;L5LQ  ; Energy, food, alcoholic beverages & tobacco;1,9;1,9;1,6;2,0;2,8;2,1;1,9;1,6;1,3;1,6;2,3
;L5LU  ; Energy & unprocessed food;2,1;2,4;1,9;2,2;3,2;2,3;2,1;1,6;1,1;1,4;2,4
;L5LR  ; Seasonal food;2,3;3,4;1,9;2,4;3,8;2,6;2,2;1,5;0,4;1,1;2,6
;L5LS  ; Energy & seasonal food;2,1;2,5;2,0;2,2;3,2;2,4;2,1;1,6;1,0;1,3;2,4
;L5M8  ; Tobacco;2,3;3,5;1,9;2,4;3,7;2,5;2,2;1,3;0,3;0,9;2,5
;L5LV  ; Alcoholic beverages & tobacco;2,4;3,5;1,9;2,4;3,7;2,5;2,2;1,3;0,3;1,0;2,5
;L5LT  ; Liquid fuels, vehicle fuels & lubricants;2,4;3,1;2,3;2,0;3,5;2,6;2,4;1,7;0,8;1,1;2,4
;L5LW  ;Housing, water, electricity, gas and other fuels (Incl OOH);2,0;3,0;1,9;3,7;4,3;2,5;2,3;1,2; -;0,7;2,8
;CRQR;Owner occupiers' housing costs;2,4;3,7;2,2;3,2;4,3;2,8;2,5;1,4;0,1;0,7;2,7
;CRQT;Council tax and rates;2,3;3,5;2,0;2,5;3,9;2,6;2,3;1,5;0,4;0,9;2,6
;CRQS;Owner occupiers' housing costs and council tax and rates;2,3;3,7;2,2;3,3;4,4;2,8;2,5;1,5; -;0,7;2,7
;L5LX  ; Education, health & social protection;2,2;3,4;1,9;2,4;3,8;2,5;2,1;1,3;0,2;0,8;2,5
;;;;;;;;;;;;;
;; Key:     - zero or negligible   ..  Not available     †  Date of earliest revision;;;;;;;;;;;
;;* Energy includes electricity, gas and other fuels, and fuels and lubricants;;;;;;;;;;;
;;;;;;;;;;;;;
;1; For further information on the composition of the data shown,;;;;;;;;;;;
;; see 'The Consumer Prices Index: Goods and Services Indices;;;;;;;;;;;
;; and Special Aggregates', which can be downloaded from:;;;;;;;;;;;
;; http://www.ons.gov.uk/ons/rel/cpi/cpi-rpi-basket/consumer-prices-index--goods-and-services-indices-and-special-aggregates/index.html;;;;;;;;;;;
;;;;;;;;;;;;;
;2; The coverage of this special aggregate has changed extensively since;;;;;;;;;;;
;; January 2000, when Social protection was first included and extentions to;;;;;;;;;;;
;; the Education and Health divisions also took effect. Health was further;;;;;;;;;;;
;; extended with effect from January 2001. Details are given in a series of;;;;;;;;;;;
;; Economic Trends articles available on the National Statistics website:;;;;;;;;;;;
;;http://www.ons.gov.uk;;;;;;;;;;;
;; ;;;;;;;;;;;
;;Source: ;;;;;;;;;;;
;;Office for National Statistics;;;;;;;;;;;
;;Prices Division;;;;;;;;;;;
;;2.001 Cardiff Road;;;;;;;;;;;
;;Newport;;;;;;;;;;;
;;South Wales;;;;;;;;;;;
;;NP10 8XG;;;;;;;;;;;
;;Tel: +44 (0) 1633 456900;;;;;;;;;;;
;;;;;;;;;;;;;
;;http://www.ons.gov.uk;;;;;;;;;;;
