Back to Contents;;;;;;;;;;;;;;;;
;CDIV; Cheese;1,4;1,4;3,8;4,4;6,7;5,4;5,3;4,3;2,7;4,4;0,4;5,4;0,1;1,0
;CDIW; Eggs;-1,0;0,9;0,4;2,0;0,8;0,3;-0,1;-0,5;-0,7;-1,4;-0,7;-0,9;-1,0;-0,9
;CBVI; Milk, fresh;1,8;0,9;1,8;1,5;2,8;4,4;4,5;4,3;3,9;4,5;3,5;2,6;4,3;4,1
;CBVJ; Milk products;3,8;4,6;3,4;10,3;7,6;6,5;1,9;10,9;7,3;2,6;3,9;-0,1;4,2;3,1
;CBVK; Tea;3,3;-1,8;6,0;7,9;0,2;7,7;1,9;0,3;3,0;4,5;2,3;2,7;-0,3;1,1
;CBVL; Coffee and other hot drinks;7,7;9,8;9,1;9,7;10,2;11,7;11,7;3,7;4,4;3,0;4,8;1,6;1,2;-0,3
;CZBR; Soft drinks;-1,6;-0,6;-2,2;0,7;0,6;1,1;-0,8;0,2;3,6;6,1;5,0;5,3;7,1;7,2
;CZBS; Sugar and preserves;5,5;2,7;4,5;4,5;3,9;0,1;-1,8;1,9;3,4;1,8;3,1;2,0;3,7;2,4
;CZBT; Sweets and chocolates;1,8;0,2;4,9;2,1;4,8;4,2;1,5;1,9;3,8;2,8;0,9;0,8;2,3;2,3
;CZBU; Potatoes;1,2;2,0;0,6;5,6;4,9;2,9;1,6;2,2;2,6;-1,7;2,4;1,0;0,3;3,2
;CZBV; of which unprocessed potatoes;-0,8;0,9;-0,9;2,1;-1,4;-1,8;-2,0;-1,2;-0,4;0,6;-2,9;-2,9;-4,7;-4,8
;WSFQ; potato products;2,2;3,0;1,4;6,9;7,5;4,9;2,8;3,2;3,6;-2,5;4,2;2,4;2,0;6,0
;CZBW; Vegetables other than potatoes;3,1;3,4;2,4;5,4;4,6;2,9;2,7;-2,2;-2,3;-0,3;0,2;1,3;-0,1;0,7
;CZBX; of which fresh vegetables;3,5;2,8;3,4;5,7;4,9;3,7;2,8;-4,1;-1,8;-1,6;-0,4;0,5;0,3;1,3
;WSFU; processed vegetables;1,6;4,9;-0,4;4,6;4,2;0,5;2,6;3,8;-3,7;3,5;1,6;3,9;-1,2;-0,9
;CZBY; Fruit;3,0;3,1;2,4;3,8;2,8;3,8;7,0;5,9;3,6;2,7;2,1;2,1;2,8;3,0
;CZBZ; of which fresh fruit;1,9;1,2;1,0;2,6;2,2;4,2;7,4;8,1;5,3;4,2;3,8;2,9;4,6;5,3
;WSFV; processed fruit;7,4;9,0;7,1;8,6;7,8;4,7;5,8;-1,2;-1,8;-2,6;-3,5;-0,5;-3,1;-4,5
;CZCA; Other foods;2,4;0,6;3,6;5,2;1,4;1,4;4,3;-0,2;2,2;1,7;-0,4;1,8;-0,4;1,6
;;;;;;;;;;;;;;;;
;CZCB; Catering;2,8;2,8;3,0;3,1;3,0;3,0;3,0;2,9;2,7;2,7;2,7;2,7;2,6;2,8
;CZCC; Restaurant meals;2,8;2,8;3,0;3,0;3,0;3,0;3,1;2,9;2,7;2,6;2,5;2,4;2,5;2,7
;CZCD; Canteen meals;1,8;1,6;1,5;1,3;1,4;1,3;1,1;0,6;1,0;1,5;1,9;2,4;2,6;2,5
;CZCE; Take-aways and snacks;3,1;3,3;3,5;3,5;3,4;3,4;3,3;3,2;3,1;3,1;3,2;3,3;2,9;3,2
;;;;;;;;;;;;;;;;
;CZCF; Alcoholic drink;2,8;3,2;3,0;3,1;3,2;3,0;2,9;3,2;2,1;2,4;2,1;2,0;1,5;2,0
;CZCG; Beer;3,1;3,8;3,5;3,2;3,1;3,4;3,3;2,8;1,9;2,5;2,3;1,8;2,1;2,2
;CZCH; on sales;2,7;2,7;2,7;2,7;2,7;3,0;2,9;2,7;2,2;2,5;2,5;2,5;2,4;2,3
;CZCI; off sales;4,7;8,0;6,7;5,2;4,9;5,3;5,1;2,8;0,7;2,5;1,4;-0,8;0,8;2,0
;CZCJ; Wines and spirits;2,6;2,8;2,6;3,0;3,2;2,7;2,5;3,4;2,2;2,4;1,9;2,2;1,1;1,8
;CZCK; on sales;3,5;3,7;3,9;3,7;3,7;3,6;3,7;3,7;3,3;3,4;3,4;3,4;3,3;3,3
;CZCL; off sales;1,3;1,5;0,9;1,9;2,6;1,5;1,0;3,1;0,9;1,1;-0,2;0,6;-1,8;-0,2
;;;;;;;;;;;;;;;;
;CZCM; Tobacco;5,9;4,9;5,4;5,3;5,3;8,0;8,4;7,9;5,9;6,1;7,2;7,4;7,4;7,2
;CZCN; Cigarettes;5,9;4,8;5,4;5,4;5,2;8,0;8,2;7,8;5,6;6,1;7,1;7,4;7,4;7,3
;CZCO; Other tobacco;5,9;5,3;5,5;5,2;5,8;8,1;9,2;8,3;7,2;6,3;7,7;7,4;7,4;6,8
;;;;;;;;;;;;;;;;
;CZCP; Housing;2,3;2,3;1,9;2,4;2,4;2,7;2,7;2,5;2,5;3,0;2,6;2,6;2,6;2,9
;CZCQ; Rent;1,2;1,2;1,2;1,0;1,0;0,9;0,6;0,6;0,7;0,7;0,7;0,7;0,8;0,8
;CZCR; Mortgage interest payments;-4,4;-2,6;-5,2;-2,7;-1,2;3,1;2,3;2,3;2,1;2,5;1,8;2,4;2,9;6,0
;DOGV; Depreciation (Jan 1995 = 100);4,9;4,2;4,0;4,5;3,9;3,7;4,2;3,4;3,3;3,9;3,0;3,0;2,5;2,7
;CZCS; Council tax and rates;3,5;3,8;3,8;3,8;3,8;3,8;3,8;3,8;3,8;4,9;4,9;4,9;4,9;4,9
;CZCT; Water and other charges;1,7;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;2,6;2,6;2,6;2,6;2,6
;CZCU; Repairs and maintenance charges;0,9;1,0;1,0;0,9;0,9;0,9;0,9;0,8;1,0;1,0;1,2;1,1;1,1;0,9
;CZCV; Do-it-yourself materials;0,5;-0,7;1,0;2,4;3,5;1,2;1,5;2,4;2,7;5,1;4,2;5,1;4,1;4,4
;CZCW; Dwelling insurance and ground rent;7,7;7,4;7,5;8,3;7,9;10,5;11,2;10,5;10,2;11,5;10,3;9,0;9,6;10,0
;;;;;;;;;;;;;;;;
;CZCX; Fuel and light;4,3;5,7;5,6;6,2;6,8;6,6;6,5;6,6;6,4;6,0;4,0;6,4;6,9;6,8
;CZCY; Coal and solid fuels;2,3;2,9;2,2;2,5;2,9;2,6;2,6;2,1;2,4;2,2;0,7;0,8;1,4;1,6
;CZCZ; Electricity;6,7;9,0;9,0;11,4;11,4;11,4;11,4;11,4;10,4;8,6;4,4;6,8;7,4;7,4
;CZDA; Gas;-1,3;-0,2;-0,2;-0,1;-0,1;-0,1;0,5;0,5;0,5;1,5;1,0;3,6;4,2;4,2
;CZDB; Oil and other fuels;22,6;16,9;16,2;4,5;16,2;14,7;10,5;10,5;19,8;20,0;30,7;31,4;30,0;26,9
;;;;;;;;;;;;;;;;
;CZDC; Household goods;4,5;6,7;5,8;4,8;4,4;4,3;4,7;4,9;3,4;3,5;2,6;2,4;1,4;1,4
;CZDD; Furniture;6,1;9,7;8,7;6,8;5,4;5,5;6,4;7,8;3,9;4,6;2,0;1,9;0,4;1,4
;CZDE; Furnishings;4,7;4,3;5,3;4,3;3,5;3,7;3,8;4,1;3,0;4,3;2,3;2,5;2,2;2,2
;CZDF; Electrical appliances;4,8;7,9;5,8;5,8;6,8;7,4;7,5;8,3;8,4;5,7;9,1;7,5;5,1;5,2
;CZDG; Other household equipment;3,2;3,7;3,9;3,4;5,0;5,0;4,4;1,8;2,3;4,6;1,9;1,6;3,6;1,3
;CZDH; Household consumables;2,2;3,7;1,9;2,6;2,0;2,5;1,7;1,0;1,5;0,4;1,8;1,5; -;-1,1
;CZDI; Pet care;2,6;3,4;2,6;2,2;3,1; -;2,5;0,9;1,7;1,5;1,8;2,0;1,7;0,8
;;;;;;;;;;;;;;;;
;CZDJ; Household services;2,6;3,3;2,7;2,4;2,3;1,9;2,4;1,5;1,6;2,5;2,1;2,0;2,2;1,8
;CZDK; Postage;1,8;1,7;1,7;2,1;2,1;2,1;2,1;2,1;2,1;2,8;2,8;2,8;2,8;2,8
;CZDL; Telephones, telemessages, etc;2,1;2,7;2,6;2,3;2,0;0,9;1,3;-0,8;-0,5;1,2;0,8;0,7;1,5;0,6
;CZDM; Domestic services;3,2;3,2;3,1;3,2;3,3;3,3;3,3;3,1;3,0;2,9;2,8;2,9;2,9;3,0
;CZDN; Fees and subscriptions;2,7;3,9;2,6;2,0;1,8;2,3;3,1;3,3;3,3;3,8;3,1;3,0;2,4;2,4
;;;;;;;;;;;;;;;;
;CZDO; Clothing and footwear;9,1;10,7;9,9;10,0;9,8;10,1;10,2;10,1;8,8;7,8;7,4;6,2;5,6;6,3
;CZDP; Men's outerwear;9,7;10,2;10,7;11,4;11,8;12,5;12,5;10,6;11,8;8,6;9,2;5,4;6,3;7,0
;CZDQ; Women's outerwear;12,6;15,2;13,2;13,1;13,0;12,6;12,8;12,3;9,6;9,2;8,3;7,6;6,1;7,4
;CZDR; Childrens' outerwear;8,3;9,9;11,5;9,6;7,9;8,8;9,9;11,5;8,6;7,7;5,6;7,0;6,4;6,8
;CZDS; Other clothing;5,9;6,8;6,1;7,7;7,0;7,1;7,1;6,9;6,2;4,7;4,5;3,9;3,8;4,7
;CZDT; Footwear;4,3;6,1;4,5;4,7;4,5;5,6;4,7;7,1;5,9;5,7;6,4;5,3;4,1;4,0
;;;;;;;;;;;;;;;;
;CZDU; Personal goods and services;1,9;2,0;1,8;2,1;1,7;1,6;1,3;1,5;1,0;1,2;1,4;1,4;1,2;1,7
;CZDV; Personal articles;4,2;5,2;5,2;5,2;4,3;4,3;3,3;2,0;1,3;2,5;2,7;1,8;1,4;1,9
;CZDW; Chemists goods;-0,3;-0,5;-1,0;-1,0;-1,1;-1,3;-1,5;-0,5;-1,4;-1,6;-1,0;-0,5;-0,9; -
;CZDX; Personal services;2,9;2,8;2,8;3,3;3,2;3,3;3,1;3,1;3,3;3,2;3,0;3,1;3,1;3,2
;;;;;;;;;;;;;;;;
;CZDY; Motoring expenditure;6,5;6,1;6,3;6,0;5,5;5,6;4,7;3,9;3,2;3,6;5,0;5,7;5,3;5,1
;CZDZ; Purchase of motor vehicles;0,4;0,3;1,0;1,7;2,2;2,1;1,4;1,0;1,9;2,4;3,4;4,0;3,6;3,7
;CZEA; Maintenance of motor vehicles;2,7;3,5;3,5;3,5;3,2;3,1;3,7;4,0;4,0;3,4;3,5;3,2;3,5;3,4
;CZEB; Petrol and oil;8,3;5,7;6,0;4,7;2,5;5,1;2,2;1,3;-0,3;3,2;8,0;11,6;12,5;11,7
;CZEC; Vehicle tax and insurance;17,9;19,3;19,1;18,1;18,2;14,7;15,7;13,0;9,8;6,3;4,7;2,3;0,2;0,2
;;;;;;;;;;;;;;;;
;CZED; Fares and other travel costs;3,5;5,5;2,1;3,3;3,8;7,6;5,7;5,2;5,5;-2,3;4,7;2,4;3,7;4,9
;CZEE; Rail fares;2,8;2,7;2,4;3,1;2,9;1,9;2,9;3,1;3,1;1,0;1,8;2,5;4,4;4,0
;CZEF; Bus and coach fares;14,2;13,1;14,2;13,8;14,0;10,7;6,8;6,8;3,3;4,6;2,5;4,3;6,6;7,0
;CZEG; Other travel costs;1,0;2,8;-1,0;0,8;1,9;6,6;6,5;5,7;6,8;-4,5;6,2;2,5;3,8;5,7
;;;;;;;;;;;;;;;;
;CZEH; Leisure goods;4,2;4,2;5,9;5,2;4,8;4,2;4,5;3,1;3,1;4,0;2,2;2,3;2,1;2,2
;CZEI; Audio-visual equipment;4,3;7,4;7,4;5,8;1,4; -; -;-2,8;-1,4;-1,4;-4,1;-5,6;-5,6;-5,5
;CZEJ; CDs and tapes;1,3;2,9;-0,1;0,8;1,9;0,2;2,3;2,3;6,0;4,4;4,6;3,3;4,5;2,1
;CZEK; Toys, photographic and sports goods;3,3;2,9;4,8;5,1;5,8;4,8;3,8;3,4;2,6;4,1;2,8;1,6;4,8;3,7
;CZEL; Books and newspapers;7,9;4,6;12,8;9,3;8,8;8,1;10,1;8,6;6,6;9,1;6,4;7,8;3,9;8,1
;CZEM; Gardening products;2,7;2,4;2,1;2,6;3,4;4,2;4,3;3,4;4,9;4,8;3,2;5,1;3,3;2,9
;;;;;;;;;;;;;;;;
;CZEN; Leisure services;3,1;3,4;3,5;3,7;4,0;4,1;4,4;4,3;4,8;4,6;4,5;4,8;4,7;5,3
;CZEO; Television licences and rentals;1,8;0,9;0,9;1,2;1,2;1,2;0,8;0,8;0,8;2,9;2,9;2,9;2,9;2,9
;CZEP; Entertainment and other recreation;3,1;3,0;2,7;1,6;1,7;2,2;3,4;3,6;4,1;4,0;3,4;4,0;3,6;5,0
;CDKN; Foreign holidays (Jan 1993 = 100);2,8;3,7;4,6;5,5;5,8;6,0;6,0;6,3;6,9;6,0;6,0;6,3;6,3;6,5
;DOEC; UK holidays (Jan 1994 = 100);5,5;5,5;3,6;3,6;3,8;3,1;3,6;2,2;2,7;3,0;2,8;2,7;2,7;3,3
;;;;;;;;;;;;;;;;
;; Key:     - zero or negligible      ..   not available;;;;;;;;;;;;;;
;; ;;;;;;;;;;;;;;
;1; Consumer durables: Furniture, furnishings, electrical appliances and;;;;;;;;;;;;;;
;; other household equipment, men's, women's and children's outerwear,;;;;;;;;;;;;;;
;; footwear, audio-visual equipment, CDs and tapes, toys, photographic and;;;;;;;;;;;;;;
;; sports goods.;;;;;;;;;;;;;;
;; ;;;;;;;;;;;;;;
;2; The taxes excluded are council tax, VAT, duties, vehicle excise duty,;;;;;;;;;;;;;;
;;insurance premium tax, television licence fees and air passenger duty. ;;;;;;;;;;;;;;
;;There are no weights available for RPIY.;;;;;;;;;;;;;;
;; ;;;;;;;;;;;;;;
;3; This series has been constructed using the index for all items excluding;;;;;;;;;;;;;;
;; mortgage interest payments prior to February 1995.;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;4;The Retail Prices Index and its derivatives do not meet the required standards ;;;;;;;;;;;;;;
;;for designation as National Statistics. A full report can be found at: ;;;;;;;;;;;;;;
;;http://www.statisticsauthority.gov.uk/;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;Source: ;;;;;;;;;;;;;;
;;Office for National Statistics;;;;;;;;;;;;;;
;;Prices Division;;;;;;;;;;;;;;
;;2.001 Cardiff Road;;;;;;;;;;;;;;
;;Newport;;;;;;;;;;;;;;
;;South Wales;;;;;;;;;;;;;;
;;NP10 8XG;;;;;;;;;;;;;;
;;Tel: +44 (0)1633 456900;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;http://www.ons.gov.uk;;;;;;;;;;;;;;
