Back to Contents;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Table 9; CPIH Detailed indices annual averages: 2007 to 2017 1 ;;;;;;;;;;;;;
;;;;;;;;;;;;;;
; 2015=100;;;;;;;;;;;;;
;;;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;
;L522  ; CPIH (overall index);83,3;86,2;87,9;90,1;93,6;96,0;98,2;99,6;100,0;101,0;103,6;
;L523  ; 01    Food and non-alcoholic beverages;76,4;83,4;88,0;91,0;96,0;99,1;102,8;102,6;100,0;97,6;99,8;
;L524  ; 02    Alcoholic beverages and tobacco;66,8;69,5;72,5;76,5;83,2;88,2;93,8;98,0;100,0;101,5;105,9;
;L525  ; 03    Clothing and footwear;111,7;104,3;96,2;95,2;97,4;98,3;99,2;99,7;100,0;100,2;102,6;
;L5PG; 04    Housing, water, electricity, gas and other fuels (Incl OOH);84,1;88,1;90,0;89,6;92,1;94,6;96,8;98,7;100,0;101,6;103,7;
;L527  ; 05    Furniture, household equipment and maintenance;83,9;85,8;88,6;91,3;95,7;98,5;99,1;99,9;100,0;99,9;102,5;
;L528  ; 06    Health;80,4;82,9;85,2;87,7;90,6;93,3;95,6;98,1;100,0;102,2;104,7;
;L529  ; 07    Transport;79,0;83,5;84,4;91,4;98,6;100,9;101,9;102,2;100,0;100,5;104,9;
;L52A  ; 08    Communication;84,6;82,4;83,3;87,4;90,8;94,6;97,5;98,6;100,0;102,7;104,6;
;L52B  ; 09    Recreation and culture;95,8;95,3;96,6;98,4;98,4;98,5;99,6;100,5;100,0;100,5;102,5;
;L52C  ; 10    Education;49,3;55,1;59,3;62,4;65,7;71,4;83,6;92,2;100,0;104,7;108,7;
;L52D  ; 11    Restaurants and hotels;79,2;82,3;84,2;86,6;90,5;93,3;95,8;98,1;100,0;102,4;105,6;
;L52E  ; 12    Miscellaneous goods and services ;88,1;90,2;92,1;94,3;96,7;98,8;99,7;99,7;100,0;101,1;102,5;
;;;;;;;;;;;;;;
;L52F  ; All goods;86,1;89,0;90,2;92,9;97,2;99,4;101,4;102,0;100,0;98,9;101,6;
;L52G  ; All services;81,3;84,2;86,3;88,1;91,0;93,5;95,9;97,9;100,0;102,5;105,0;
;;;;;;;;;;;;;;
;L52H  ; 01.1 Food;76,3;84,0;88,7;91,4;96,1;99,1;103,1;102,8;100,0;97,6;100,0;
;L52I  ; 01.1.1 Bread and cereals;76,7;85,6;89,7;91,6;97,5;99,6;103,5;102,9;100,0;98,4;101,0;
;L52J  ; 01.1.2 Meat;76,0;84,0;89,5;90,3;95,2;98,8;102,6;103,2;100,0;95,9;97,6;
;L52K  ; 01.1.3 Fish;74,6;78,3;81,2;86,5;94,5;97,9;101,1;103,6;100,0;97,7;106,3;
;L52L  ; 01.1.4 Milk, cheese and eggs;82,8;95,3;99,3;99,5;102,1;103,1;104,1;104,7;100,0;96,6;98,5;
;L52M  ; 01.1.5 Oils and fats;71,6;83,9;84,0;89,6;100,2;102,6;105,5;104,9;100,0;99,4;105,5;
;L52N  ; 01.1.6 Fruit;72,3;77,1;80,8;87,1;90,4;92,0;99,9;100,2;100,0;101,1;103,8;
;L52O  ; 01.1.7 Vegetables including potatoes and tubers;81,1;88,1;93,7;96,4;99,6;102,9;109,3;104,1;100,0;95,9;97,9;
;L52P  ; 01.1.8 Sugar, jam, syrups, chocolate and confectionery;69,9;74,9;80,2;84,7;91,0;95,6;98,4;100,2;100,0;98,4;99,9;
;L52Q  ; 01.1.9 Food products (nec);80,8;85,3;92,2;92,8;95,8;100,6;103,4;104,0;100,0;99,4;101,2;
;;;;;;;;;;;;;;
;L52R  ; 01.2 Non-alcoholic beverages;77,5;79,5;82,9;88,0;95,6;99,5;101,1;101,3;100,0;98,0;98,4;
;L52S  ; 01.2.1 Coffee, tea and cocoa;74,1;78,1;85,6;90,8;99,4;102,6;103,5;102,1;100,0;100,0;105,3;
;L52T  ; 01.2.2 Mineral waters, soft drinks and juices;78,7;80,1;82,3;87,4;94,8;98,9;100,5;101,1;100,0;97,5;95,9;
;;;;;;;;;;;;;;
;L52U  ; 02.1 Alcoholic beverages;81,6;84,2;88,0;90,8;96,1;98,8;102,3;102,6;100,0;96,8;99,1;
;L52V  ; 02.1.1 Spirits;76,2;80,3;83,0;87,1;92,2;96,5;102,3;101,3;100,0;96,8;98,6;
;L52W  ; 02.1.2 Wine;80,5;83,1;87,6;90,6;95,9;97,4;100,6;102,3;100,0;96,0;97,4;
;L52X  ; 02.1.3 Beer;91,5;91,9;95,3;95,9;101,2;104,3;105,1;104,2;100,0;98,1;102,8;
;;;;;;;;;;;;;;
;L5KR  ; 02.2 Tobacco;58,1;60,6;63,0;67,8;75,3;81,7;88,0;94,7;100,0;104,9;111,0;
;;;;;;;;;;;;;;
;L52Z  ; 03.1 Clothing;111,5;103,7;94,8;93,8;96,9;97,8;99,0;99,5;100,0;100,2;103,1;
;L532  ; 03.1.2 Garments;113,2;104,7;95,0;93,8;96,9;97,8;99,0;99,6;100,0;100,3;103,3;
;L533  ; 03.1.3 Other clothing and clothing accessories;99,0;97,3;96,2;96,8;98,0;99,3;99,9;98,7;100,0;99,5;100,3;
;L534  ; 03.1.4 Cleaning, repair and hire of clothing;81,5;84,2;86,5;88,4;92,1;93,8;95,4;97,8;100,0;102,4;104,7;
;;;;;;;;;;;;;;
;L535  ; 03.2 Footwear including repairs;113,4;109,4;105,5;104,8;101,5;101,4;100,4;100,6;100,0;99,7;99,8;
;;;;;;;;;;;;;;
;L536  ; 04.1 Actual rentals for housing;82,0;84,8;86,3;87,5;89,7;92,7;95,0;97,2;100,0;101,8;102,7;
;;;;;;;;;;;;;;
;L5P5; 04.2 Owner occupiers' housing costs;90,1;92,6;93,4;92,4;93,8;95,4;96,7;98,2;100,0;102,3;104,4;
;;;;;;;;;;;;;;
;L537  ; 04.3 Regular maintenance and repair of the dwelling;81,6;85,8;89,4;93,8;98,8;101,3;100,6;100,4;100,0;100,1;99,5;
;L538  ; 04.3.1 Materials for maintenance and repair;74,6;78,9;84,6;91,3;98,6;102,9;101,8;101,3;100,0;99,5;97,6;
;L539  ; 04.3.2 Services for maintenance and repair;92,1;96,2;96,9;98,1;99,7;99,6;99,4;99,6;100,0;100,7;101,5;
;;;;;;;;;;;;;;
;L53A  ; 04.4 Water supply and misc. services for the dwelling;75,2;80,0;84,1;85,0;87,9;92,7;97,1;99,8;100,0;100,9;102,5;
;L53B  ; 04.4.1 Water supply;76,8;81,3;85,1;87,4;90,9;95,5;98,9;100,9;100,0;100,2;101,5;
;L53C  ; 04.4.3 Sewerage collection;73,2;78,4;82,7;82,5;84,9;89,9;95,3;99,0;100,0;101,5;103,6;
;;;;;;;;;;;;;;
;L53D  ; 04.5 Electricity, gas and other fuels;64,3;76,4;81,3;78,7;86,1;92,9;99,5;103,7;100,0;97,1;100,9;
;L53E  ; 04.5.1 Electricity;66,3;76,6;80,1;78,1;83,8;88,5;95,1;100,3;100,0;99,8;106,5;
;L53F  ; 04.5.2 Gas;59,3;70,8;80,3;75,8;84,1;92,9;100,0;104,7;100,0;94,1;93,0;
;L53G  ; 04.5.3 Liquid fuels;89,5;133,7;94,1;122,3;154,9;159,5;160,0;141,9;100,0;89,2;110,6;
;L53H  ; 04.5.4 Solid fuels;62,9;74,8;88,1;88,1;92,4;95,6;97,1;99,8;100,0;99,8;102,1;
;;;;;;;;;;;;;;
;DHYR;04.9 Council tax and rates;88,8;91,8;94,5;96,3;96,9;97,2;98,0;98,9;100,0;102,4;106,0;
;;;;;;;;;;;;;;
;L53I  ; 05.1 Furniture, furnishings and carpets;85,0;87,9;90,3;92,9;96,1;99,0;99,6;100,3;100,0;100,3;103,9;
;L53J  ; 05.1.1 Furniture and furnishings;86,6;89,0;91,4;93,8;96,6;98,9;99,4;99,8;100,0;99,8;103,4;
;L53K  ; 05.1.2 Carpets and other floor coverings;81,4;85,6;87,7;90,8;95,1;99,9;101,2;102,2;100,0;102,7;105,9;
;;;;;;;;;;;;;;
;L53L  ; 05.2 Household textiles;94,8;92,8;93,0;94,1;99,3;101,1;101,5;100,2;100,0;98,1;99,4;
;;;;;;;;;;;;;;
;L53M  ; 05.3 Household appliances, fitting and repairs ;89,3;89,7;94,8;98,6;100,8;101,3;101,3;100,5;100,0;101,1;104,6;
;L53N  ; 05.3.1/2 Major appliances and small electric goods;88,8;88,6;94,0;97,9;100,1;100,6;101,2;100,5;100,0;101,1;104,9;
;L53O  ; 05.3.3 Repair of household appliances;94,7;99,5;100,9;103,7;106,1;106,1;102,5;100,5;100,0;101,8;102,8;
;;;;;;;;;;;;;;
;L53P  ; 05.4 Glassware, tableware and household utensils;85,1;86,1;88,2;91,8;96,2;97,8;98,6;100,5;100,0;98,2;99,4;
;;;;;;;;;;;;;;
;L53Q  ; 05.5 Tools and equipment for house and garden;75,5;76,2;77,8;80,4;90,1;96,8;95,7;98,7;100,0;99,1;101,6;
;;;;;;;;;;;;;;
;L53R  ; 05.6 Goods and services for routine maintenance;79,7;82,8;86,9;89,3;93,3;95,8;97,3;99,2;100,0;100,3;102,5;
;L53S  ; 05.6.1 Non-durable household goods;80,4;83,2;89,2;92,1;98,0;100,7;102,0;102,7;100,0;95,3;96,6;
;L53T  ; 05.6.2 Domestic services and household services;82,6;86,1;88,0;89,7;91,2;92,6;94,4;96,9;100,0;103,4;106,1;
;;;;;;;;;;;;;;
;L53U  ; 06.1 Medical products, appliances and equipment;90,6;91,4;92,5;93,1;94,7;96,1;96,4;98,6;100,0;101,2;102,7;
;L53V  ; 06.1.1 Pharmaceutical products;88,4;88,9;90,6;90,8;93,2;95,0;96,0;98,3;100,0;101,8;103,9;
;L53W  ; 06.1.2/3 Other medical and therapeutic equipment;94,3;95,3;95,6;96,7;97,2;97,7;96,9;99,0;100,0;100,3;101,0;
;;;;;;;;;;;;;;
;L53X  ; 06.2 Out-patient services;85,1;87,7;89,7;91,1;93,2;95,0;96,9;98,5;100,0;102,0;104,1;
;L53Y  ; 06.2.1/3 Medical services & paramedical services;87,8;90,4;91,9;93,4;95,4;96,5;98,1;99,4;100,0;101,4;102,3;
