Back to Contents;;;;;;;;;;;;;;;;;;
;;THE FIGURES IN THIS TABLE ARE NOT NATIONAL STATISTICS;;;;;;;;;;;;;;;;
Table 42; RPI Detailed annual average indices: 2002 to 2017 4;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
;DOAM; Butter;165,1;165,1;172,6;172,5;171,4;187,6;231,5;227,1;259,4;299,1;307,0;313,9;331,4;321,1;304,6;336,5
;DOAN; Oils and fats;136,2;135,7;137,2;133,9;141,1;147,3;166,1;166,9;171,2;187,0;191,4;199,3;192,7;184,5;188,5;193,3
;DOAO; Cheese;165,1;166,9;170,8;172,8;175,8;180,5;207,9;216,1;220,1;232,7;240,9;241,9;251,7;244,1;236,4;239,8
;DOAP; Eggs;148,5;150,9;158,5;160,6;164,7;194,2;245,9;255,1;264,1;266,7;262,6;259,1;252,0;230,9;211,7;209,6
;DOAQ; Milk, fresh;164,6;170,3;173,7;183,0;184,5;201,3;229,9;245,0;242,8;245,0;241,7;246,6;243,4;226,6;222,2;226,3
;DOAR; Milk products;139,1;140,2;142,4;142,9;146,0;152,9;169,4;170,6;170,1;176,8;182,3;185,4;188,2;188,3;180,8;187,6
;DOAS; Tea;163,7;157,4;150,2;145,0;155,7;159,5;169,1;188,0;212,1;220,4;221,5;225,8;219,6;210,1;213,5;220,6
;DOAT; Coffee and other hot drinks;115,3;114,0;112,7;115,9;119,8;124,9;129,8;140,4;141,4;160,3;170,0;170,8;170,5;170,0;169,0;182,0
;DOAU; Soft drinks;185,9;186,3;185,4;186,2;191,9;199,2;203,5;209,3;222,5;240,6;250,7;255,3;259,0;256,4;250,6;246,7
;DOAV; Sugar and preserves;137,8;144,1;151,2;154,0;157,1;163,7;172,8;195,7;198,3;205,1;210,7;211,6;199,7;183,6;180,0;189,9
;DOAW; Sweets and chocolates;164,4;171,8;177,2;183,4;191,5;199,7;213,6;229,3;243,3;262,7;276,4;286,0;292,1;291,3;286,5;291,7
;DOAX; Potatoes;153,8;148,9;154,8;149,8;154,2;165,6;183,1;192,0;195,6;206,5;214,5;248,8;239,1;225,8;220,3;222,9
;DOAY; of which unprocessed potatoes;144,1;135,4;149,0;137,9;143,8;158,0;184,9;193,6;195,1;194,5;203,2;257,7;232,9;222,0;216,8;215,1
;IBUS; potato products;152,8;149,8;149,8;149,4;153,5;163,3;173,6;182,2;186,8;204,7;211,3;228,4;228,3;213,7;207,5;212,0
;DOAZ; Vegetables other than potatoes;124,8;131,9;126,0;134,9;136,9;151,7;164,0;175,0;179,4;183,3;188,0;192,6;182,3;176,9;168,1;173,3
;DOBA; of which fresh vegetables;114,4;120,9;113,9;122,8;123,8;137,5;146,6;155,9;160,9;164,2;167,4;170,8;159,8;154,6;146,5;151,7
;IBUT; processed vegetables;152,6;161,9;162,0;168,6;175,1;192,2;218,3;236,0;235,7;241,4;252,4;262,6;258,5;253,4;242,7;246,6
;DOBB; Fruit;146,2;148,4;143,7;145,8;147,5;150,0;160,1;168,2;181,6;188,6;193,1;208,5;209,4;209,8;211,9;218,3
;DOBC; of which fresh fruit;143,3;145,7;140,1;142,3;144,4;147,1;158,2;165,2;178,1;181,4;181,1;199,5;199,3;198,4;201,2;205,0
;IBUU; processed fruit;148,7;150,2;151,4;152,4;151,4;152,4;154,3;169,7;184,6;217,9;243,7;248,7;258,6;264,8;265,5;285,2
;DOBD; Other foods;153,7;153,8;152,3;151,3;150,6;153,2;162,5;173,0;175,1;182,3;188,7;192,4;192,4;189,2;188,9;193,5
;;;;;;;;;;;;;;;;;;
;CHBC; Catering;219,6;226,3;232,3;239,2;245,6;253,6;264,2;271,4;279,8;291,2;300,2;308,4;315,5;320,6;327,4;336,6
;DOBE; Restaurant meals;215,1;221,8;227,5;234,5;240,4;247,6;257,1;263,7;273,2;284,9;294,4;302,9;310,4;315,3;322,3;331,2
;DOBF; Canteen meals;260,3;271,2;280,7;291,3;299,6;313,3;325,6;332,3;340,8;350,7;359,1;366,5;369,0;367,3;372,6;379,3
;DOBG; Take-aways and snacks;211,4;217,3;222,9;228,8;235,3;243,2;254,5;262,5;269,1;279,8;287,9;295,4;302,5;308,6;314,9;324,8
;;;;;;;;;;;;;;;;;;
;CHBD; Alcoholic drink;195,7;199,8;203,7;207,7;212,7;219,0;227,7;236,0;244,3;258,5;267,0;274,9;280,2;281,7;283,4;291,3
;DOBH; Beer;211,3;215,9;220,3;225,4;231,9;240,0;248,9;257,0;265,3;280,0;289,5;295,2;299,4;301,4;304,5;314,0
;DOBI; on sales;221,7;228,3;234,9;242,8;251,1;261,0;272,4;281,4;291,8;307,8;318,1;325,2;331,6;337,6;344,7;354,0
;DOBJ; off sales;160,7;157,8;153,5;148,3;147,8;148,9;149,0;153,6;155,4;163,9;169,7;170,9;169,8;163,1;158,2;165,7
;DOBK; Wines and spirits;174,4;178,0;181,3;184,1;187,6;192,1;200,1;208,3;216,4;229,4;236,9;245,9;251,5;252,6;253,3;259,8
;DOBL; on sales;210,6;217,5;223,0;228,5;235,4;243,3;253,1;261,9;271,5;287,2;298,9;308,8;319,6;326,7;336,5;348,3
;DOBM; off sales;153,3;153,7;155,0;155,6;156,5;158,4;165,2;173,2;180,4;191,8;196,2;204,2;205,9;202,0;195,2;197,7
;;;;;;;;;;;;;;;;;;
;CHBE; Tobacco;293,7;304,1;315,0;328,7;343,4;361,6;377,6;392,6;422,6;469,1;509,0;548,2;589,9;622,8;653,5;692,0
;DOBN; Cigarettes;300,0;310,7;321,8;336,0;350,9;369,7;386,3;401,8;433,0;480,8;522,1;563,4;608,1;643,5;674,7;714,3
;DOBO; Other tobacco;234,9;242,3;251,2;261,8;273,4;287,1;297,5;308,2;329,1;364,3;393,8;418,3;441,8;459,7;484,8;513,2
;;;;;;;;;;;;;;;;;;
;CHBF; Housing;226,9;244,1;267,9;287,5;302,1;330,7;339,9;305,6;313,7;319,0;325,2;331,9;342,0;351,9;362,6;370,8
;DOBP; Rent;252,1;255,9;261,6;270,5;278,4;287,7;298,2;304,2;308,5;316,2;326,7;335,2;343,9;354,2;361,2;365,7
;DOBQ; Mortgage interest payments;195,6;206,3;252,7;291,3;315,0;389,1;387,9;223,6;224,7;231,6;237,0;243,6;243,5;242,5;235,0;224,7
;CHOO; Depreciation (Jan 1995 = 100);178,4;209,6;238,1;257,4;270,1;295,3;299,4;270,4;286,4;283,8;285,0;292,4;315,4;337,4;362,8;380,5
;DOBR; Council tax and Rates;213,1;236,4;254,0;265,5;277,5;289,2;300,0;308,8;314,9;316,6;317,9;320,4;323,4;326,9;334,8;346,6
;DOBS; Water and other charges;272,4;282,8;297,6;327,2;349,5;371,4;395,6;415,9;420,6;434,9;459,0;481,2;495,2;495,7;500,1;508,5
;DOBT; Repairs and maintenance charges;250,3;265,6;281,8;298,0;312,9;329,5;345,5;349,6;355,0;362,2;362,8;363,0;364,5;367,0;370,2;373,6
;DOBU; Do-it-yourself materials;157,1;155,3;155,8;156,7;159,4;165,7;174,5;185,6;199,0;215,4;224,4;222,4;224,0;223,7;224,9;226,1
;DOBV; Dwelling insurance and ground rent;228,0;246,3;264,9;270,5;279,6;286,8;321,6;335,5;347,4;353,5;350,9;340,1;342,2;342,1;360,6;388,3
;; ;;;;;;;;;;;;;;;;
;CHBG; Fuel and light;128,8;131,4;140,7;159,8;199,1;213,2;253,6;269,4;262,1;289,9;311,9;333,7;347,1;332,7;323,1;336,9
;DOBW; Coal and solid fuels;148,4;151,6;159,4;175,6;188,8;202,3;240,9;283,1;283,2;297,0;307,5;312,0;320,9;321,5;320,9;328,2
;DOBX; Electricity;128,7;130,0;137,7;152,4;185,4;200,3;231,5;242,0;236,0;253,1;267,5;287,2;303,1;302,1;301,4;321,7
;DOBY; Gas;125,9;128,2;137,6;157,9;208,2;224,3;268,6;305,5;287,4;318,0;351,8;379,5;397,4;379,3;356,6;352,0
;DOBZ; Oil and other fuels;145,4;161,2;183,4;235,3;266,4;268,7;387,9;297,4;379,2;473,9;486,5;488,0;444,9;331,9;306,5;375,7
;; ;;;;;;;;;;;;;;;;
;CHBH; Household goods;142,3;143,0;144,2;145,2;147,1;150,5;155,6;162,7;169,8;179,6;186,5;190,7;195,0;197,8;200,0;209,0
;DOCA; Furniture;151,7;154,3;157,7;162,6;166,8;174,5;183,2;190,9;200,3;210,4;220,8;226,8;234,5;241,8;247,8;262,9
;DOCB; Furnishings;148,5;150,8;155,7;157,1;158,4;160,7;168,8;174,7;182,8;195,5;207,4;215,2;219,7;221,1;228,1;238,8
;DOCC; Electrical appliances;88,3;85,8;83,4;78,8;75,4;73,2;69,2;71,2;72,9;75,1;74,8;74,6;73,2;72,8;72,5;76,0
;DOCD; Other household equipment;141,3;140,9;142,1;140,0;140,5;144,6;148,9;154,7;161,4;172,9;179,4;183,8;190,3;196,5;196,6;202,9
;DOCE; Household consumables;162,2;160,6;157,3;156,6;159,8;162,2;167,1;177,5;184,3;197,8;205,0;207,8;211,7;210,6;207,4;212,0
;DOCF; Pet care;156,2;159,3;160,2;164,3;169,7;174,8;184,6;195,8;204,6;216,5;221,9;227,9;233,5;234,4;234,1;240,1
;; ;;;;;;;;;;;;;;;;
;CHBI; Household services;166,1;173,9;180,1;184,3;190,8;197,3;203,7;208,8;217,3;224,1;233,4;247,2;255,5;263,0;271,7;278,7
;DOCG; Postage;159,0;163,5;168,7;175,1;189,7;209,6;223,5;243,8;258,1;281,6;333,3;372,5;388,4;395,6;401,7;408,8
;DOCH; Telephones, telemessages, etc;90,0;90,7;90,8;88,9;88,8;85,7;84,0;84,7;88,9;92,3;95,9;98,9;100,2;101,5;104,6;106,8
;DOCI; Domestic services;235,4;249,0;262,5;276,0;289,9;303,9;317,5;326,7;335,6;344,9;351,6;358,3;366,8;378,4;390,1;402,5
;DOCJ; Fees and subscriptions;218,3;234,3;247,7;259,8;275,1;297,2;316,6;327,4;339,3;347,8;364,2;399,5;423,1;442,2;458,7;471,0
;; ;;;;;;;;;;;;;;;;
;CHBJ; Clothing and footwear;102,4;100,8;98,0;95,7;94,5;93,7;90,3;86,4;91,9;102,5;110,4;119,6;128,8;138,8;147,6;161,0
;DOCK; Men's outerwear;104,2;102,5;99,7;96,9;96,3;95,8;93,3;90,1;96,8;108,7;121,1;128,1;138,2;146,3;155,8;170,9
;DOCL; Women's outerwear;78,0;75,7;72,2;70,3;69,2;67,0;61,6;55,1;58,8;68,2;74,6;84,8;93,7;104,7;113,4;127,7
;DOCM; Childrens' outerwear;98,7;96,6;92,8;89,3;88,6;88,8;88,1;87,1;93,8;104,5;110,9;119,3;129,3;139,4;149,6;162,0
;DOCN; Other clothing;151,0;151,3;149,8;149,5;148,6;150,0;149,3;150,1;155,9;171,2;181,0;187,7;194,9;201,8;208,5;220,9
;DOCO; Footwear;113,1;113,3;113,3;110,7;108,9;110,0;109,5;109,6;113,7;116,1;120,6;125,3;131,0;136,5;142,0;148,1
;; ;;;;;;;;;;;;;;;;
;CHBQ; Personal goods and services;194,9;198,3;199,8;203,6;209,1;215,2;222,3;228,7;237,1;247,5;255,8;261,9;266,5;268,5;271,9;277,0
;DOCP; Personal articles;129,7;131,2;131,2;131,8;134,9;139,6;144,5;149,1;154,8;163,0;172,9;179,3;184,6;186,9;189,5;197,5
;DOCQ; Chemists goods;189,9;188,4;186,7;187,9;190,3;192,8;196,7;201,8;208,2;216,4;220,5;222,8;224,0;222,6;221,0;220,3
;DOCR; Personal services;298,5;314,1;324,3;339,0;355,0;370,7;387,7;398,0;414,9;433,4;446,8;459,4;469,9;479,5;494,6;508,7
;; ;;;;;;;;;;;;;;;;
;CHBK; Motoring expenditure;178,9;181,2;183,0;184,2;186,9;189,2;195,1;193,7;219,1;238,4;240,3;240,1;238,1;227,8;231,1;246,1
;DOCS; Purchase of motor vehicles;122,3;118,9;115,2;109,2;106,2;103,4;96,3;95,6;101,3;99,5;97,5;96,3;96,3;94,2;91,8;92,2
;DOCT; Maintenance of motor vehicles;232,3;246,2;261,1;277,0;293,9;309,0;327,2;340,6;356,6;374,2;381,1;390,4;400,8;408,2;415,1;426,4
;DOCU; Petrol and oil;214,3;222,0;234,4;255,0;269,0;276,3;317,9;292,6;341,9;391,4;399,0;395,1;376,1;326,4;317,4;343,7
;DOCV; Vehicle tax and insurance;270,0;281,7;283,0;279,3;282,9;295,8;305,2;334,9;426,6;514,7;525,6;530,6;544,0;569,1;659,6;777,5
;; ;;;;;;;;;;;;;;;;
;CHBR; Fares and other travel costs;195,9;209,7;217,0;225,9;229,9;244,2;261,1;273,4;287,6;308,5;323,2;332,8;344,1;363,5;372,3;385,5
;DOCW; Rail fares;218,6;222,3;230,8;240,1;249,7;262,5;273,9;288,5;311,6;333,8;349,8;364,5;376,7;384,6;385,6;396,4
;DOCX; Bus and coach fares;219,3;228,5;240,2;256,1;259,7;274,5;291,5;309,1;322,9;344,4;363,1;372,4;378,9;391,4;406,6;464,5
;DOCY; Other travel costs;169,8;188,9;192,3;199,7;201,4;214,6;232,3;240,3;255,2;274,7;284,4;296,2;305,6;325,4;334,1;337,4
;; ;;;;;;;;;;;;;;;;
;CHBL; Leisure goods;106,6;103,0;99,1;94,5;92,2;89,8;87,2;85,8;86,5;85,1;84,9;85,5;87,5;86,4;86,4;90,0
;DOCZ; Audio-visual equipment;31,5;27,0;23,4;19,9;17,4;15,0;12,3;11,1;10,6;9,5;8,8;8,3;8,1;7,3;6,9;7,2
;DODA; CDs and tapes;109,1;107,8;103,0;100,3;99,6;101,0;98,7;91,0;92,5;93,5;102,9;109,2;108,9;109,6;112,8;114,3
;DODB; Toys, photographic and sports goods;106,0;101,3;97,7;94,2;90,3;87,5;84,7;84,5;84,5;82,5;81,1;81,9;84,7;85,3;86,1;88,9
;DODC; Books and newspapers;211,9;222,8;230,9;234,8;248,5;258,2;273,9;282,6;292,4;303,2;310,2;326,7;352,1;365,7;380,9;411,1
;DODD; Gardening products;148,7;148,7;148,2;144,0;144,5;145,6;148,8;152,1;161,5;166,9;172,7;169,0;172,8;173,6;174,6;179,3
;; ;;;;;;;;;;;;;;;;
;CHBM; Leisure services;238,5;248,1;253,0;261,2;266,8;275,6;287,2;302,3;317,6;329,9;342,2;353,9;361,5;370,8;379,2;390,8
;DODE; Television licences and rentals;154,7;156,5;157,3;159,4;164,1;167,9;170,3;172,5;181,3;187,3;188,7;191,5;194,8;199,4;203,9;207,6
;DODF; Entertainment and other recreation;281,7;297,4;312,9;333,6;351,4;370,8;389,6;408,3;421,3;442,4;463,7;485,4;502,5;523,1;546,8;563,5
;CHMQ; Foreign holidays (Jan 1993 = 100);161,4;168,0;167,3;169,5;168,5;172,7;181,5;195,2;206,9;214,3;223,4;231,4;235,1;238,9;240,0;246,6
;CHMS; UK holidays (Jan 1994 = 100);135,9;140,7;146,9;155,8;164,0;170,1;174,6;176,8;183,0;190,0;198,2;205,4;210,3;219,9;232,8;245,5
; ;              ;;;;;;;;;;;;;;;;
;; Key:     - zero or negligible      ..   not available;;;;;;;;;;;;;;;;
;; ;;;;;;;;;;;;;;;;
;1; Consumer durables: Furniture, furnishings, electrical appliances and other;;;;;;;;;;;;;;;;
;; household equipment, men's, women's and children's outerwear, footwear,;;;;;;;;;;;;;;;;
;; audio-visual equipment, CD's and tapes, toys, photographic and sports;;;;;;;;;;;;;;;;
;; goods.;;;;;;;;;;;;;;;;
;; ;;;;;;;;;;;;;;;;
;2; The taxes excluded are council tax, VAT, duties, car purchase tax and;;;;;;;;;;;;;;;;
;; vehicle excise duty, insurance premium tax and airport tax.;;;;;;;;;;;;;;;;
;; ;;;;;;;;;;;;;;;;
;3; Prior to February 1995 this series has been constructed using the index;;;;;;;;;;;;;;;;
;; for all items excluding mortgage interest payments prior to February 1995.;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;4;The Retail Prices Index and its derivatives do not meet the required standards ;;;;;;;;;;;;;;;;
;;for designation as National Statistics. A full report can be found at: ;;;;;;;;;;;;;;;;
;;http://www.statisticsauthority.gov.uk/;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;Source: ;;;;;;;;;;;;;;;;
;;Office for National Statistics;;;;;;;;;;;;;;;;
;;Prices Division;;;;;;;;;;;;;;;;
;;2.001 Cardiff Road;;;;;;;;;;;;;;;;
;;Newport;;;;;;;;;;;;;;;;
;;South Wales;;;;;;;;;;;;;;;;
;;NP10 8XG;;;;;;;;;;;;;;;;
;;Tel: +44 (0) 1633 456900;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;http://www.ons.gov.uk;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
