Back to Contents;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Table 29; CPI: Detailed goods and services breakdown: 2005 to 2017 1,2,3;;;;;;;;;;;;;;
; 2015=100;;;;;;;;;;;;;;
;;;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
;D7BT; CPI (overall index);78,1;79,9;81,8;84,7;86,6;89,4;93,4;96,1;98,5;100,0;100,0;100,7;103,4
;;;;;;;;;;;;;;;
;D7F4; All goods;83,9;85,0;86,1;89,0;90,1;92,9;97,2;99,4;101,4;102,0;100,0;99,0;101,6
;DK9O; Food, alcoholic beverages & tobacco;68,9;70,7;73,6;79,2;83,3;86,6;92,1;95,8;100,2;101,3;100,0;98,7;101,5
;DK9P; Processed food & non-alcoholic beverages;71,6;73,4;76,8;84,0;88,2;91,1;96,8;99,7;102,1;102,5;100,0;98,1;99,8
;DK9Q; Non-processed food;71,5;73,2;76,4;83,1;88,0;91,1;95,2;98,5;103,8;102,9;100,0;97,1;99,7
;DK9R; Seasonal food;70,1;72,0;76,6;82,3;86,8;91,5;95,2;98,3;104,7;102,6;100,0;98,1;101,4
;D7D6; Meat;73,1;74,5;76,0;84,0;89,5;90,3;95,2;98,8;102,6;103,2;100,0;95,9;97,6
;D7BV; Alcoholic beverages & tobacco;62,9;64,6;66,9;69,5;72,5;76,5;83,2;88,2;93,7;97,9;100,0;101,4;105,9
;;;;;;;;;;;;;;;
;DK9S; Industrial goods;90,5;91,3;91,6;93,1;93,0;95,5;99,3;100,9;101,9;102,3;100,0;99,0;101,6
;DK9T; *Energy;59,1;67,8;71,4;83,6;83,7;88,8;99,7;104,6;108,1;108,3;100,0;97,5;103,4
;DK9U; Electricity, gas & miscellaneous energy;46,1;57,9;62,5;73,4;80,1;76,8;83,8;90,7;97,5;102,4;100,0;97,1;100,0
;DKC4; Liquid fuels, vehicle fuels & lubricants;78,1;82,7;84,9;98,6;89,6;105,3;121,3;123,7;122,5;116,0;100,0;97,4;106,0
;DK9J; Non-energy industrial goods;100,4;98,7;97,9;96,4;96,1;97,9;99,5;100,2;100,4;100,9;100,0;99,4;101,3
;DK9W; Clothing & footwear goods;121,9;116,8;112,3;104,8;96,5;95,4;97,6;98,4;99,3;99,7;100,0;100,1;102,6
;DK9X; Housing goods;81,1;80,8;82,5;84,7;88,0;91,3;96,3;99,4;100,0;100,5;100,0;99,4;101,8
;DK9Y; Household goods;84,4;83,6;84,8;86,3;89,1;92,0;96,6;99,3;99,9;100,5;100,0;99,3;101,9
;DK9Z;" Water supply; materials for maintenance & repair";69,2;70,7;74,1;78,3;83,3;88,5;94,4;98,9;99,7;101,0;100,0;100,2;100,9
;DKA2; Medical products, appliances & equipment;90,2;89,7;90,7;91,5;92,6;93,1;94,7;96,0;96,4;98,6;100,0;101,2;102,8
;DKA3; Vehicles, spare parts & accessories;96,7;96,5;96,5;94,9;96,4;100,5;101,6;101,1;100,5;100,9;100,0;98,8;100,3
;DKA4; Recreational goods;120,3;116,3;112,4;108,6;107,1;107,3;104,8;102,9;102,4;102,6;100,0;99,1;101,0
;DKA5; Audio-visual goods;261,6;232,3;206,2;177,0;156,7;147,7;132,6;121,8;115,3;110,2;100,0;94,5;95,6
;DKA6; Other recreational goods;90,0;89,7;89,9;91,0;93,2;95,2;96,1;96,8;98,2;100,0;100,0;100,6;102,8
;DKA7; Miscellaneous goods;83,6;85,1;87,1;89,3;92,1;94,9;98,2;100,6;101,5;101,0;100,0;99,0;99,7
;;;;;;;;;;;;;;;
;D7F5; All services;71,8;74,4;77,0;80,0;82,6;85,5;89,2;92,3;95,3;97,7;100,0;102,6;105,3
;DKA8; Housing services;76,9;79,6;82,5;85,7;87,4;88,6;90,7;93,3;95,3;97,5;100,0;101,8;103,0
;D7CE; Actual rentals for housing;77,1;79,5;82,0;84,8;86,3;87,5;89,7;92,7;95,0;97,2;100,0;101,8;102,7
;DKA9; Primary housing services;77,6;81,2;85,3;89,5;92,1;93,0;94,8;96,4;97,6;99,9;100,0;101,2;103,0
;DKB2; Other housing services;76,9;80,0;83,7;87,4;89,2;91,0;92,7;94,0;95,2;97,3;100,0;103,2;105,7
;;;;;;;;;;;;;;;
;DKB3; Travel & transport services;60,8;63,0;66,4;70,4;74,3;80,1;87,6;91,5;94,5;97,5;100,0;103,5;108,8
;DKB4; Services for personal transport equipment;71,9;76,1;79,9;83,7;86,1;89,3;93,3;94,6;96,2;98,2;100,0;102,3;105,6
;D7CQ; Transport services;54,4;55,7;58,9;63,5;68,0;74,0;82,5;88,0;92,8;96,7;100,0;103,7;109,7
;D7F3; Transport insurance;51,4;51,4;53,0;54,0;59,5;77,8;96,0;96,6;95,1;97,1;100,0;111,9;124,1
;;;;;;;;;;;;;;;
;D7C3; Communication;87,5;87,6;84,7;82,5;83,3;87,4;90,9;94,5;97,4;98,6;100,0;102,7;104,5
;;;;;;;;;;;;;;;
;DKB5; Recreational & personal services;74,2;76,3;78,8;81,7;84,3;87,1;90,8;93,5;96,1;98,1;100,0;102,3;105,0
;DKB6; Package holidays & accommodation;77,7;78,8;80,3;82,8;86,0;89,1;91,5;94,3;96,8;98,1;100,0;101,3;104,3
;DKB7; Other recreational & personal services;73,0;75,5;78,3;81,3;83,7;86,4;90,4;93,2;95,8;98,2;100,0;102,6;105,2
;D7CW; Catering services;73,6;75,8;78,5;81,7;84,0;86,7;90,7;93,6;96,2;98,5;100,0;102,2;105,0
;DKB8; Non-catering recreational & personal services;71,7;74,8;77,8;80,2;82,9;85,9;89,8;92,2;94,9;97,4;100,0;103,7;105,6
;;;;;;;;;;;;;;;
;DKC2; Miscellaneous & other services;68,9;72,8;76,1;79,8;82,2;83,8;85,5;88,9;93,8;96,6;100,0;102,9;105,2
;DKB9; Miscellaneous services;86,2;90,7;92,2;94,5;95,5;95,4;95,5;97,6;99,0;98,9;100,0;101,7;102,6
;DKC3; Medical services;65,7;69,5;73,1;76,6;79,6;83,5;87,5;91,1;94,7;97,6;100,0;102,9;106,6
;D7C5; Education;40,4;43,4;49,3;55,1;59,3;62,4;65,7;71,4;83,6;92,2;100,0;104,7;108,7
;;;;;;;;;;;;;;;
;; Special aggregates;;;;;;;;;;;;;
;DK9K; Durables;107,7;105,2;103,6;101,4;102,2;104,9;104,8;103,9;102,7;102,3;100,0;98,6;101,3
;DK9L; Semi-durables;109,4;106,2;103,9;100,0;96,0;96,0;97,5;98,6;99,5;100,2;100,0;99,8;101,5
;DK9M; Non-durables;79,4;80,9;82,8;85,4;88,9;92,1;95,9;98,1;99,0;100,2;100,0;99,9;101,0
;DK9R; Seasonal food;70,1;72,0;76,6;82,3;86,8;91,5;95,2;98,3;104,7;102,6;100,0;98,1;101,4
;DK9N; Non-seasonal food;72,0;73,5;76,3;84,8;89,6;91,4;96,4;99,4;102,5;103,0;100,0;97,4;99,4
;DKD6; Energy, food, alcoholic beverages & tobacco;65,6;69,6;72,8;80,6;83,3;87,2;94,6;98,6;102,7;103,5;100,0;98,3;102,1
;DKD7; Energy & unprocessed food;63,8;69,8;73,3;83,2;85,3;89,6;97,9;102,2;106,3;106,1;100,0;97,3;101,9
;DKD8; Energy & seasonal food;62,0;68,9;72,8;83,2;84,6;89,6;98,5;103,0;107,2;106,7;100,0;97,7;102,8
;D7CB; Tobacco;52,8;55,1;58,1;60,6;63,0;67,8;75,3;81,7;88,0;94,7;100,0;104,9;111,0
;D7BX; Housing, water, electricity, gas & other fuels;64,3;70,2;73,7;80,1;83,5;83,8;88,4;92,8;96,6;99,5;100,0;100,2;102,0
;DKD9; Education, health & social protection 2;59,3;62,1;66,6;70,9;74,4;77,3;80,3;84,2;90,5;95,4;100,0;103,5;107,0
;;;;;;;;;;;;;;;
;; All items excluding;;;;;;;;;;;;;
;DKC5; Energy;80,0;81,2;82,8;85,0;87,0;89,6;93,0;95,4;97,8;99,3;100,0;100,9;103,4
;DKC6; Energy, food, alcoholic beverages & tobacco;82,4;83,4;84,8;86,2;87,7;90,3;93,2;95,3;97,3;98,9;100,0;101,3;103,7
;DKC7; Energy & unprocessed food;80,5;81,7;83,3;85,1;86,9;89,5;92,9;95,2;97,4;99,1;100,0;101,1;103,6
;DKC8; Seasonal food;78,4;80,2;82,0;84,8;86,6;89,4;93,4;96,0;98,3;99,9;100,0;100,7;103,4
;DKC9; Energy & seasonal food;80,3;81,5;83,1;85,1;87,0;89,6;92,9;95,3;97,6;99,2;100,0;101,0;103,4
;DK9V; Tobacco;78,9;80,7;82,5;85,4;87,3;90,0;93,9;96,5;98,8;100,1;100,0;100,6;103,2
;DKD2; Alcoholic beverages & tobacco;78,9;80,7;82,5;85,5;87,3;90,1;93,9;96,4;98,8;100,1;100,0;100,6;103,2
;DKD3; Liquid fuels, vehicle fuels & lubricants;78,3;80,0;81,8;84,4;86,6;88,9;92,5;95,1;97,7;99,4;100,0;100,8;103,3
;DKD4; Housing, water, electricity, gas & other fuels;80,2;81,4;83,0;85,5;87,1;90,3;94,2;96,6;98,8;100,0;100,0;100,7;103,5
;DKD5; Education, health & social protection;79,4;81,2;82,8;85,7;87,4;90,3;94,3;96,9;99,1;100,3;100,0;100,5;103,1
;;;;;;;;;;;;;;;
;; Key:     - zero or negligible    †  Date of earliest revision;;;;;;;;;;;;;
;;* Energy includes electricity, gas and other fuels, and fuels and lubricants;;;;;;;;;;;;;
;; ;;;;;;;;;;;;;
;1;For the release of January consumer price inflation data on 16 February 2016, CPIH and CPI indices have been re-referenced and published with 2015=100.;;;;;;;;;;;;;
;;Full historic series for each of the re-referenced indices are now available for users to view or download.;;;;;;;;;;;;;
;;Regular re-referencing of indices is methodological good practice as it avoids rounding issues that can arise from small index values. ;;;;;;;;;;;;;
;;Please note that re-referencing does not impact on published inflation rates, although when using the indices to calculate inflation rates, ;;;;;;;;;;;;;
;;it is important to use indices that are calculated in the same reference year. Re-referencing does not impact on RPI.;;;;;;;;;;;;;
;;For more information, please contact cpi@ons.gsi.gov.uk.;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;2; For further information on the composition of the data shown,;;;;;;;;;;;;;
;; see 'The Consumer Prices Index: Goods and Services Indices;;;;;;;;;;;;;
;; and Special Aggregates', which can be downloaded from:;;;;;;;;;;;;;
;; http://www.ons.gov.uk/ons/rel/cpi/cpi-rpi-basket/consumer-prices-index--goods-and-services-indices-and-special-aggregates/index.html;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;3; The coverage of this special aggregate has changed extensively since;;;;;;;;;;;;;
;; January 2000, when Social protection was first included and extentions to;;;;;;;;;;;;;
;; the Education and Health divisions also took effect. Health was further;;;;;;;;;;;;;
;; extended with effect from January 2001. Details are given in a series of;;;;;;;;;;;;;
;; Economic Trends articles available on the National Statistics website:;;;;;;;;;;;;;
;;http://www.ons.gov.uk;;;;;;;;;;;;;
;; ;;;;;;;;;;;;;
;;Source: ;;;;;;;;;;;;;
;;Office for National Statistics;;;;;;;;;;;;;
;;Prices Division;;;;;;;;;;;;;
;;2.001 Cardiff Road;;;;;;;;;;;;;
;;Newport;;;;;;;;;;;;;
;;South Wales;;;;;;;;;;;;;
;;NP10 8XG;;;;;;;;;;;;;
;;Tel: +44 (0) 1633 456900;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;http://www.ons.gov.uk;;;;;;;;;;;;;
