Back to Contents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Table 52; HICP - International comparisons: EU countries: 2005 to 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 2015=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;; EICP 2;
;; ; ; ; ; Czech; ; ; ; ; ; ; ; ; ; ; ; Luxem-; ; Nether-; ;; ; ; ; ; ;United; EU 28 ;MUICP
;; Austria; Belgium; Bulgaria; Cyprus; Republic; Denmark; Estonia; Finland; France; Germany; Greece; Hungary; Ireland; Italy; Latvia; Lithuania; bourg; Malta; lands; Poland;Portugal; Romania; Slovakia; Slovenia; Spain; Sweden;Kingdom 1 ;average 3; average 4
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Annual Average;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;; D7S4; D7S5; GHY6; D7RD; D7RE; D7S6; D7RF; D7S7; D7S8; D7S9; D7SA; D7RG; D7SB; D7SC; D7RH; D7RI; D7SD; D7RJ; D7SE; D7RK; D7SF; GHY5; D7RL; D7RM; D7SG; D7SH; D7BT; GJ2D; D7SJ
;Mar ;100,82;101,46;98,28;97,37;100,1;99,9;100,41;100,18;100,09;100,3;99,40;99,53;99,4;100,1;99,47;100,41;99,49;98,64;100,40;99,5;100,48;98,85;99,38;99,15;99,16;100,85;100,2;100,04;100,11
;Apr;100,93;101,65;98,12;97,74;100,7;100,1;100,49;100,49;100,18;99,8;100,07;100,37;99,7;100,3;99,91;101,13;99,64;101,19;100,51;99,8;100,93;98,82;99,74;99,49;99,65;100,86;100,2;100,11;100,15
;May ;101,04;102,04;98,14;99,03;100,5;100,3;100,88;100,40;100,65;100,2;100,08;100,66;100,2;100,6;100,65;101,14;100,17;102,24;100,75;100,0;101,33;99,15;99,69;100,33;100,17;101,08;100,4;100,43;100,51
;Jun ;101,04;102,40;98,27;99,31;100,6;100,4;101,37;100,46;100,80;100,3;101,38;100,87;100,9;100,8;100,71;101,13;100,60;103,36;100,20;100,1;101,50;98,94;99,82;100,87;100,59;101,19;100,6;100,59;100,68
;Jul ;100,49;101,30;99,25;100,30;101,0;100,3;101,38;100,31;100,39;100,7;100,16;100,69;100,6;98,9;100,41;100,31;99,33;103,29;100.50†;99,8;100,87;98,74;99,41;99,96;99,25;101,27;100,6;100,17;100,12
;Aug 2016;100,33;102,59;99,29;100,74;100,8;99,9;101,52;100,35;100,74;100,6;100,18;100,28;100,4;98,8;99,74;99,86;100,32;103,72;100,67;99,6;100,83;98,74;99,27;99,89;99,21;101,13;100,9;100,25;100,21
;Sep;100,33;102,15;98,55;100,32;100,6;99,9;101,56;100,57;100,50;100,6;100,88;100,45;100,0;100,7;100,09;100,63;100,59;102,80;100,31;99,6;101,49;98,59;99,30;100,18;99,93;101,29;101,1;100,55;100,60
;Oct ;101,72;102,56;98,46;99,46;100,8;100,2;101,09;100,82;100,54;100,8;101,33;101,10;99,6;100,9;100,71;101,16;100,77;101,78;100,67;100,0;101,69;99,09;99,58;100,61;100,71;101,69;101,2;100,80;100,85
;Nov;101,79;102,46;98,36;98,48;101,2;100,0;101,06;100,80;100,55;100,8;99,85;101,06;99,5;100,7;100,79;101,46;100,82;99,50;100,02;100,0;100,71;99,13;99,67;100,69;100,95;101,73;101,4;100,77;100,76
;Dec ;102,55;102,96;99,10;98,73;101,5;100,1;101,34;101,08;100,90;101,8;100,27;101,46;99,4;101,1;101,38;101,94;101,24;99,55;100,27;100,5;100,74;99,41;99,75;100,29;101,50;102,28;101,9;101,28;101,31
;Jan ;101,91;102,03;99,77;97,92;102,3;100,0;101,61;100,41;100,57;101,0;99,79;101,87;98,9;99,4;101,45;102,15;100,59;98,47;99,64;100,8;100,05;99,28;100,02;99,84;100,50;101,50;101,4;100,63;100,46
;Feb;102,13;104,00;99,80;97,99;102,7;100,7;103,08;101,12;100,73;101,7;99,69;102,22;99,4;99,6;101,86;102,49;102,05;98,87;100,58;101,3;99,85;99,18;100,55;100,79;100,16;102,25;102,1;101,06;100,84
;Mar ;102,94;103,99;99,28;98,83;102,7;100,8;103,46;101,10;101,47;101,8;101,06;102,21;100,0;101,5;102,74;103,58;101,98;99,78;101,03;101,3;101,86;99,25;100,42;101,14;101,29;102,25;102,5;101,69;101,65
;Apr ;103,27;104,35;99,74;99,78;102,8;101,1;104,06;101,50;101,57;101,8;101,72;102,63;100,4;102,3;103,19;104,64;102,23;102,35;101,94;101,6;103,35;99,46;100,56;101,18;102,21;102,84;102,9;102,08;102,04
;May ;103,21;104,02;99,52;99,92;103,0;101,0;104,41;101,32;101,59;101,6;101,56;102,79;100,2;102,2;103,39;104,42;102,11;103,39;101,49;101,5;103,08;99,68;100,82;101,86;102,16;102,89;103,3;102,05;101,92
;Jun;103,06;103,95;99,35;100,19;103,0;100,8;104,55;101,34;101,58;101,8;102,30;102,85;100,3;102,0;103,82;104,66;102,09;104,44;101,17;101,4;102,53;99,61;100,82;101,76;102,22;103,00;103,3;102,06;101,95
;Jul ;102,47;103,13;99,85;100,24;103,4;101,8;105,36;100,94;101,17;102,2;101,08;102,92;100,4;100,1;103,00;104,46;101,13;104,57;102,00;101,2;101,89;99,61;100,87;101,14;100,98;103,59;103,2;101,71;101,44
;Aug 2017;102,46;104,64;100,03;101,22;103,2;101,4;105,80;101,12;101,74;102,4;100,77;102,95;100,8;100,2;102,90;104,45;102,58;105,00;102,18;101,0;102,12;99,36;100,88;101,27;101,15;103,37;103,8;101,96;101,71
;Sep ;103,9;104,15;99,81;100,45;103,1;101,5;105,56;101,35;101,58;102,4;101,93;103,01;100,2;102,0;103,07;105,28;102,61;104,05;101,75;101,2;103,15;99,92;101,05;101,60;101,77;103,51;104,1;102,34;102,14
;Oct;104,12;104,44;99,94;99,84;103,6;101,6;105,16;101,32;101,70;102,3;101,80;103,34;100,1;102,0;103,44;105,42;102,79;103,33;101,97;101,6;103,64;101,03;101,40;101,87;102,40;103,40;104,2;102,48;102,24
;Nov;104,27;104,61;100,21;98,66;103,7;101,3;105,56;101,67;101,80;102,6;100,90;103,66;100,0;101,8;103,54;105,69;102,80;100,97;101,57;102,0;102,53;101,68;101,73;102,14;102,73;103,63;104,6;102,62;102,31
;Dec ;104,94;105,08;100,88;98,32;103,7;100,9;105,15;101,59;102,16;103,4;101,24;103,68;99,9;102,1;103,57;105,82;102,83;100,88;101,49;102,2;102,37;101,98;101,71;102,21;102,74;104,05;104,9;102,96;102,68
;Jan;103,86;103,82;101,08;96,47;104,4;100,6;105,28;101,26;102,06;102,4;100.00;104,01;99,2;100,6;103,49;105,87;101,90;99,63;101,12;102,4;101,15;102,66;102,59;101,56;101,22;103,10;104,4;102,27;101,78
;Feb;104,12;105,53;101,31;97,58;104,3;101,2;106,37;101,74;102,05;102,9;100,09;104,18;100,1;100,1;103,72;105,73;103,14;100,19;101,84;102,0;100,51;102,91;102,75;102,22;101,37;103,93;104,9;102,49;101,98
;Mar ;105,05;105,56;101,13;98,43;104,3;101,2;106,44;101,98;103,22;103,3;101,26;104,29;100,5;102,4;105,06;106,15;103,15;101,11;102,06;102,0;102,69;103,23;102,95;102,61;102,59;104,25;105,0;103,25;103,01
;Apr ;105,29;106,01;101,45;99,51;104,6;101,8;107,04;102,32;103,43;103,2;102,23;105,06;100,3;102,9;105,35;106,92;103,60;103,77;102,99;102,5;103,68;103,69;103,56;103,07;103,36;104,66;105,4;103,6;103,32
;May ;105,40;106,38;101,84;100,87;105,1;102,0;107,61;102,37;103,92;103,8;102,33;105,75;100,9;103,2;105,83;107,42;104,22;105,19;103,41;102,7;104,55;104,28;103,57;104,12;104,32;104,95;105,8;104,07;103,83
;Jun ;105,46;106,68;102,34;101,92;105,5;101,9;108,65;102,55;103,93;103,9;103,29;106,11;101,0;103,4;106,59;107,33;104,53;106,57;102,85;102,8;104,57;104,33;103,70;104,15;104,56;105,21;105,8;104.18†;103,95
;Jul ;104,82;105,93;103,41;101.67†;105,7;102,7;108,87;102.36†;103,80;104,3;101.87†;106,44;101,4;102,0;105.75†;106,82;103,63;106.81†;103,96;102,6;104.16†;103,94;103.53†;103,27;103.31†;105,82;105,8;103,95;103.61†
;Aug 2018;  ..;  ..;  ..;102,91;  ..;  ..;  ..;102,53;104,38;  ..;101,62;  ..;  ..;101,9;105,75;  ..;105,06;107,57;  ..;102,4;103,47;  ..;103,73;103,29;103,42;  ..;106,5;  ..;103,78
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; Key:     -  zero or negligible    ..  Not available    *  Provisional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; † Date of earliest revision  ø Estimated;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1; Published as the CPI in the UK on a Reference base of 2015=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2; The EICP (European Index of Consumer Prices) is the official EU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; aggregate. It covers 15 member states until April 2004 and 25 member states;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; from May 2004 to Dec 2006 and 27 member states from Jan 2007,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; the new member states being integrated using a chain index formula.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; The EU 25 annual average for 2004 is calculated from the EU 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; average from January to April and the EU 25 average from May to December.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3; The coverage of the European Union was extended to include Cyprus, Czech;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; Republic, Estonia, Hungary, Latvia, Lithuania, Malta, Poland, Slovakia and;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; Slovenia with effect from 1 May 2004, and Bulgaria and Romania from;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; 1 Jan 2007. Data for the EU 25 average is available only from May 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; to Dec 2006. Data for the EU 27 average is available only from Jan 2007.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4; The coverage of the Monetary Union  Indices of Consumer Prices (MUICP);;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; was extended to include Greece with effect from Jan 2001 and Slovakia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; from Jan 2009.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Source: ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Office for National Statistics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Prices Division;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2.001 Cardiff Road;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Newport;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;South Wales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NP10 8XG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Tel: +44 (0) 1633 456900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;http://www.ons.gov.uk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Eurostat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;http://ec.europa.eu/eurostat/web/hicp/statistics-illustrated;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
