Back to Contents;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Table 34a;CPI excluding indirect taxes (CPIY) 1,2;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;Annual;;;;;;;;;;;;;;
;;average; Jan; Feb; Mar; Apr; May; Jun; Jul; Aug; Sep; Oct; Nov; Dec;;
EL2Q;2015=100;;;;;;;;;;;;;;;
;2005;79,3;78,1;78,4;78,7;79,0;79,3;79,3;79,4;79,7;79,8;79,9;79,9;80,2;;
;2006;81,3;79,8;80,0;80,2;80,7;81,1;81,4;81,3;81,7;81,8;82,0;82,3;82,7;;
;2007;83,2;82,1;82,4;82,7;83,0;83,3;83,5;82,9;83,2;83,3;83,6;83,9;84,4;;
;2008;86,4;83,8;84,5;84,9;85,4;86,0;86,7;86,7;87,3;87,8;87,6;87,5;88,3;;
;2009;89,3;87,6;88,4;88,5;88,7;89,1;89,4;89,4;89,8;89,7;89,9;90,2;90,7;;
;2010;90,8;89,2;89,6;90,1;90,4;90,6;90,8;90,6;91,1;91,1;91,3;91,6;92,6;;
;2011;93,4;91,3;92,0;92,3;93,1;93,3;93,2;93,3;93,9;94,5;94,5;94,7;95,2;;
;2012;96,1;94,7;95,2;95,5;95,9;95,9;95,5;95,6;96,1;96,5;97,0;97,2;97,8;;
;2013;98,6;97,3;98,0;98,3;98,4;98,6;98,4;98,4;98,9;99,2;99,3;99,3;99,8;;
;2014;100,1;99,2;99,7;99,9;100,2;100,1;100,3;100,0;100,4;100,4;100,6;100,3;100,3;;
;2015;100,0;99,2;99,5;99,7;99,9;100,1;100,2;100,1;100,3;100,2;100,3;100,2;100,3;;
;2016;100,5;99,4;99,7;100,1;100,1;100,3;100,5;100,4;100,8;101,0;101,1;101,3;101,9;;
;2017;103,1;101,1;101,9;102,2;102,6;103,0;103,0;102,9;103,5;103,8;104,0;104,3;104,7;;
;2018;..;104,1;104,6;104,7;105,0;105,5;105,5;105,5;106,3;..;..;..;..;;
;;;;;;;;;;;;;;;;
Table 34b;CPI excluding indirect taxes (CPIY) 1;;;;;;;;;;;;;;;
;Percentage change over 12 months    ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;Annual;;;;;;;;;;;;;;
;;change; Jan; Feb; Mar; Apr; May; Jun; Jul; Aug; Sep; Oct; Nov; Dec;;
EL2S;;;;;;;;;;;;;;;;
;2005;2,2;1,7;1,7;2,0;2,0;2,0;2,2;2,5;2,6;2,6;2,5;2,3;2,1;;
;2006;2,5;2,1;2,1;1,9;2,1;2,3;2,6;2,4;2,6;2,6;2,7;3,0;3,2;;
;2007;2,4;2,9;2,9;3,1;2,9;2,6;2,5;2,0;1,9;1,7;1,9;1,9;2,0;;
;2008;3,8;2,1;2,5;2,6;3,0;3,3;3,9;4,5;4,9;5,4;4,7;4,3;4,6;;
;2009;3,4;4,5;4,6;4,3;3,8;3,6;3,1;3,1;2,9;2,2;2,6;3,0;2,8;;
;2010;1,7;1,9;1,4;1,8;2,0;1,7;1,6;1,4;1,4;1,5;1,6;1,6;2,0;;
;2011;3,0;2,4;2,8;2,5;3,0;3,0;2,7;2,9;3,0;3,7;3,5;3,4;2,8;;
;2012;2,8;3,6;3,5;3,5;3,0;2,7;2,4;2,5;2,4;2,1;2,7;2,7;2,7;;
;2013;2,7;2,7;2,8;2,9;2,6;2,9;3,1;2,9;2,8;2,8;2,3;2,2;2,1;;
;2014;1,5;2,0;1,8;1,7;1,9;1,5;1,9;1,6;1,6;1,2;1,3;1,0;0,5;;
;2015;-0,1;-;-0,2;-0,3;-0,3;-;-0,1;0,1;-0,1;-0,2;-0,3;-0,1;-;;
;2016;0,5;0,2;0,2;0,4;0,1;0,1;0,3;0,4;0,5;0,8;0,8;1,1;1,5;;
;2017;2,5;1,7;2,2;2,1;2,6;2,7;2,5;2,5;2,7;2,8;2,9;2,9;2,8;;
;2018;..;2,9;2,6;2,5;2,4;2,4;2,4;2,5;2,7;..;..;..;..;;
;;;;;;;;;;;;;;;;
; Key:     -  zero or negligible    ..  Not available    ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;For the release of January consumer price inflation data on 16 February 2016, CPIH and CPI indices have been re-referenced and published with 2015=100.;;;;;;;;;;;;;;;
;Full historic series for each of the re-referenced indices are now available for users to view or download.;;;;;;;;;;;;;;;
;Regular re-referencing of indices is methodological good practice as it avoids rounding issues that can arise from small index values. ;;;;;;;;;;;;;;;
;Please note that re-referencing does not impact on published inflation rates, although when using the indices to calculate inflation rates, ;;;;;;;;;;;;;;;
;it is important to use indices that are calculated in the same reference year. Re-referencing does not impact on RPI.;;;;;;;;;;;;;;;
;For more information, please contact cpi@ons.gsi.gov.uk.;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
2;The taxes excluded are VAT, duties, vehicle excise duty, television licence fees (since these were included in the headline CPI from February 2012) ;;;;;;;;;;;;;;;
;air passenger duty, stamp duty on share transactions.;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;Source: ;;;;;;;;;;;;;;;
;Office for National Statistics;;;;;;;;;;;;;;;
;Prices Division;;;;;;;;;;;;;;;
;2.001 Cardiff Road;;;;;;;;;;;;;;;
;Newport;;;;;;;;;;;;;;;
;South Wales;;;;;;;;;;;;;;;
;NP10 8XG;;;;;;;;;;;;;;;
;Tel: +44 (0) 1633 456900;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;http://www.ons.gov.uk;;;;;;;;;;;;;;;
